Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	Library
35-39	36.79938849664526	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
40-44	36.79194346250878	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
45-49	36.778735915592804	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
50-54	36.76414349222997	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
55-59	36.7615743865802	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
60-64	36.76135799843107	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
65-69	36.75600356083364	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
70-74	36.757997784924896	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
75-79	36.75726643681615	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
80-84	36.752495618537246	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
85-89	36.74629512122631	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
90-94	36.74497647539959	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
95-99	36.73631407526562	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
100-104	36.729461896275566	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
105-109	36.73166261328757	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
110-114	36.72249504319175	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
115-119	36.71020515790772	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
120-124	36.705189383519574	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
125-129	36.69510823989527	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
130-134	36.67168506194303	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
135-139	36.68363845637906	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
140-144	36.65614490946923	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
145-149	36.65354517682789	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
150-151	36.834686193785814	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R1_rmphix_fastqc
1	36.60296897104249	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
2	36.81192114207282	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
3	36.819028806181336	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
4	36.85596300971362	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
5	36.841435339486516	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
6	36.85145620269514	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
7	36.846099543201305	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
8	36.84102888830265	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
9	36.85470846985404	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
10-14	36.84562111703434	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
15-19	36.84443895274965	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
20-24	36.838756253398394	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
25-29	36.823567361593255	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
30-34	36.81555960362519	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
35-39	36.80409174311131	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
40-44	36.798428888000714	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
45-49	36.78324565829136	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
50-54	36.76161116786317	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
55-59	36.76487797192404	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
60-64	36.76387283161281	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
65-69	36.74655939514037	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
70-74	36.73736772619083	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
75-79	36.74022145328487	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
80-84	36.7455347176532	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
85-89	36.746745361952485	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
90-94	36.73883611732374	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
95-99	36.733255017854916	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
100-104	36.725988209467985	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
105-109	36.71335597211861	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
110-114	36.70934518987673	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
115-119	36.703446351805646	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
120-124	36.699792054696445	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
125-129	36.68395184590795	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
130-134	36.6570536397279	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
135-139	36.65757873693424	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
140-144	36.645829363357436	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
145-149	36.615986773888395	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
150-151	36.80197433009555	37.0	37.0	37.0	37.0	37.0	WUB_TM05_R2_rmphix_fastqc
1	36.41552290902863	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
2	36.58529065915855	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
3	36.694240438915756	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
4	36.753628158648006	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
5	36.78590713148364	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
6	36.7995172873992	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
7	36.810573050648465	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
8	36.8060872078381	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
9	36.81557598390663	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
10-14	36.81522913668965	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
15-19	36.81647123942667	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
20-24	36.80841790591589	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
25-29	36.80163864964798	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
30-34	36.79492612221257	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
35-39	36.782858574230346	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
40-44	36.77739162978005	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
45-49	36.764084649439866	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
50-54	36.74965148161402	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
55-59	36.74651302249272	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
60-64	36.74606897114102	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
65-69	36.739394589002174	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
70-74	36.7433315362368	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
75-79	36.74185443238952	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
80-84	36.73645265207126	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
85-89	36.72990714335786	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
90-94	36.7290602733927	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
95-99	36.71921881034482	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
100-104	36.7128511054034	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
105-109	36.71527271159778	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
110-114	36.703721104307064	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
115-119	36.69486279665689	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
120-124	36.687341281821354	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
125-129	36.675681179755784	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
130-134	36.65058301741322	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
135-139	36.66498095506609	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
140-144	36.63550950534401	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
145-149	36.63131177369886	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
150-151	36.82493031930087	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R1_rmphix_fastqc
1	36.68534348013166	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
2	36.8021689300172	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
3	36.81244916703654	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
4	36.85234543988344	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
5	36.8348561862986	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
6	36.84652882899633	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
7	36.83927305890913	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
8	36.831867506823365	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
9	36.85163903707182	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
10-14	36.84125838066726	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
15-19	36.83995032394544	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
20-24	36.83460437830972	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
25-29	36.82061311990496	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
30-34	36.811464230557206	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
35-39	36.79889227423882	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
40-44	36.79518102959222	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
45-49	36.77725271753751	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
50-54	36.75428228758635	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
55-59	36.76110059794623	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
60-64	36.762533999165264	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
65-69	36.74572890744599	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
70-74	36.732356154825524	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
75-79	36.738919170014	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
80-84	36.74408121962891	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
85-89	36.74661625524077	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
90-94	36.73944497263983	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
95-99	36.73575783899225	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
100-104	36.726618807863574	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
105-109	36.71351790340005	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
110-114	36.71262101544953	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
115-119	36.70751382510798	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
120-124	36.70525883068475	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
125-129	36.68732140582875	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
130-134	36.65968850799425	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
135-139	36.660309689368134	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
140-144	36.6504223570591	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
145-149	36.61505863755271	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
150-151	36.80166299442428	37.0	37.0	37.0	37.0	37.0	WUB_TM06_R2_rmphix_fastqc
1	36.541419953391845	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
2	36.6531057483827	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
3	36.743493776287515	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
4	36.79459258480142	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
5	36.81316275142445	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
6	36.82370592319248	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
7	36.82655340517759	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
8	36.82635630308506	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
9	36.8291424637449	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
10-14	36.832044798125786	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
15-19	36.82873504255376	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
20-24	36.825475078320096	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
25-29	36.817252073687115	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
30-34	36.810864685453836	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
35-39	36.80236023383966	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
40-44	36.79622182050331	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
45-49	36.78480999165608	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
50-54	36.770542801814315	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
55-59	36.766855941018946	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
60-64	36.76791832583958	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
65-69	36.75938206881882	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
70-74	36.75888990748376	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
75-79	36.75739032015807	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
80-84	36.7523526451242	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
85-89	36.74865921166908	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
90-94	36.74424663252209	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
95-99	36.739760355974866	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
100-104	36.7307873705577	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
105-109	36.72724265421475	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
110-114	36.71865585612282	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
115-119	36.70725883599178	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
120-124	36.706295716873626	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
125-129	36.69913110264267	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
130-134	36.674804132901976	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
135-139	36.679075165444445	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
140-144	36.66379679949645	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
145-149	36.65649352352691	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
150-151	36.83377557241325	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R1_rmphix_fastqc
1	36.67739730691971	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
2	36.80064570657649	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
3	36.808599364646135	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
4	36.841297558029176	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
5	36.829740839725005	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
6	36.836745579869515	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
7	36.82684256511321	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
8	36.83227695137861	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
9	36.83657596769322	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
10-14	36.83025838442824	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
15-19	36.83026544806235	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
20-24	36.827809815717586	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
25-29	36.81367985313345	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
30-34	36.80526141522185	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
35-39	36.797756401080846	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
40-44	36.78812829155525	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
45-49	36.778383225483196	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
50-54	36.75649681301719	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
55-59	36.759574875896064	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
60-64	36.75473252358735	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
65-69	36.74080708023667	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
70-74	36.73311569493783	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
75-79	36.73494082761208	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
80-84	36.7331736260372	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
85-89	36.73156543910464	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
90-94	36.724857521116135	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
95-99	36.71709023052905	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
100-104	36.7153020163565	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
105-109	36.70454076759817	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
110-114	36.69236085668757	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
115-119	36.68696864861322	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
120-124	36.67627327810239	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
125-129	36.66953860795162	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
130-134	36.64739756980222	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
135-139	36.644400297235485	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
140-144	36.62962103011441	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
145-149	36.606795623119424	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
150-151	36.80067187506611	37.0	37.0	37.0	37.0	37.0	WUB_TM07_R2_rmphix_fastqc
1	36.57780531410799	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
2	36.68290133990729	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
3	36.76556413757963	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
4	36.81132346817251	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
5	36.83042849562457	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
6	36.8406700500901	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
7	36.84341836762232	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
8	36.84284196478129	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
9	36.845235468509216	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
10-14	36.84921173084633	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
15-19	36.84601300919062	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
20-24	36.840472168396346	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
25-29	36.83298853473608	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
30-34	36.82732529940106	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
35-39	36.81882514041321	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
40-44	36.81354652560158	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
45-49	36.80264514723402	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
50-54	36.789466400251854	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
55-59	36.78570689878665	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
60-64	36.78748546850653	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
65-69	36.77895510864933	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
70-74	36.7785380388093	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
75-79	36.777087979427655	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
80-84	36.771858949558506	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
85-89	36.7695435166852	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
90-94	36.763759649699594	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
95-99	36.760112925775026	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
100-104	36.75179153968976	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
105-109	36.749504148239836	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
110-114	36.740111243800285	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
115-119	36.73129623997421	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
120-124	36.72769878192064	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
125-129	36.72119273117828	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
130-134	36.69895163496934	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
135-139	36.70184187325223	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
140-144	36.68744041246924	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
145-149	36.68006378992277	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
150-151	36.84531825023349	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R1_rmphix_fastqc
1	36.686321798070125	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
2	36.80396121445657	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
3	36.81297640499999	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
4	36.84183028828076	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
5	36.83537155626732	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
6	36.83914836192672	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
7	36.83310116083692	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
8	36.83327358323925	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
9	36.839150839429585	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
10-14	36.83315629707347	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
15-19	36.83397325954464	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
20-24	36.830835867882676	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
25-29	36.817587480257764	37.0	37.0	37.0	37.0	37.0	WUB_TM08_R2_rmphix_fastqc
