Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	Library
50-54	36.75576068556395	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
55-59	36.75711581713536	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
60-64	36.75281702737949	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
65-69	36.73462523236627	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
70-74	36.728020116385245	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
75-79	36.724796534517345	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
80-84	36.727140710396895	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
85-89	36.72515460268589	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
90-94	36.714650237037446	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
95-99	36.70573499500121	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
100-104	36.70049226447909	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
105-109	36.68752445710719	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
110-114	36.67286414819854	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
115-119	36.66613261796541	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
120-124	36.65373074473997	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
125-129	36.64263980502825	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
130-134	36.617117520089685	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
135-139	36.6125360495266	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
140-144	36.596391204162884	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
145-149	36.57203275907925	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
150-151	36.781761025927096	37.0	37.0	37.0	37.0	37.0	WUB_VD14_R2_rmphix_fastqc
1	36.668654252321566	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
2	36.74749555506961	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
3	36.80997507259342	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
4	36.83942973306056	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
5	36.857815176575414	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
6	36.86515012997335	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
7	36.86655787424897	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
8	36.864484830144704	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
9	36.8664147713963	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
10-14	36.87131480531176	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
15-19	36.868687264583585	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
20-24	36.86298785995608	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
25-29	36.85490799282049	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
30-34	36.850072674207844	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
35-39	36.84333734413535	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
40-44	36.83747229816304	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
45-49	36.82835643929278	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
50-54	36.81557809909776	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
55-59	36.812964394227684	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
60-64	36.81317269836596	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
65-69	36.80388030067017	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
70-74	36.80261728757396	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
75-79	36.80139276770639	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
80-84	36.796540297593346	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
85-89	36.79206901979565	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
90-94	36.78622202954345	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
95-99	36.78179158768947	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
100-104	36.77169105943234	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
105-109	36.76923052704931	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
110-114	36.76076961889787	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
115-119	36.74542817669064	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
120-124	36.74145931913724	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
125-129	36.73457271122313	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
130-134	36.71026857960898	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
135-139	36.71161314531724	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
140-144	36.69181887247454	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
145-149	36.685632202819036	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
150-151	36.8469717434538	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R1_rmphix_fastqc
1	36.65573099580444	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
2	36.8094856061483	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
3	36.830428505624226	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
4	36.861194210292254	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
5	36.852417207707866	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
6	36.86024858796761	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
7	36.85385776537645	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
8	36.85655641836181	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
9	36.86089375230512	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
10-14	36.85588508617203	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
15-19	36.855755920725166	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
20-24	36.85250654962781	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
25-29	36.83619491254858	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
30-34	36.82928036831874	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
35-39	36.81964930603402	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
40-44	36.80984232750368	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
45-49	36.799971346284636	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
50-54	36.779312920741816	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
55-59	36.77996252243806	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
60-64	36.77575728519084	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
65-69	36.75655481731687	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
70-74	36.75094927508955	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
75-79	36.74564817382295	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
80-84	36.74924459745345	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
85-89	36.747468039965405	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
90-94	36.73618311600704	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
95-99	36.726584909384705	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
100-104	36.72238556325563	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
105-109	36.709713136141325	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
110-114	36.694196290955325	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
115-119	36.68755605513204	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
120-124	36.67378005321797	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
125-129	36.66421365777545	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
130-134	36.639518339926376	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
135-139	36.63570257847759	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
140-144	36.61767994102021	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
145-149	36.59668115779922	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
150-151	36.79407087210222	37.0	37.0	37.0	37.0	37.0	WUB_VD15_R2_rmphix_fastqc
1	36.64487800785155	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
2	36.73115013143265	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
3	36.799285275294075	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
4	36.83219425279252	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
5	36.85194570466395	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
6	36.858978576130006	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
7	36.861620551243426	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
8	36.8593845228377	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
9	36.86224326280641	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
10-14	36.86617121239248	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
15-19	36.863988963621736	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
20-24	36.85756563319582	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
25-29	36.85000277815717	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
30-34	36.84514935383747	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
35-39	36.83790069952878	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
40-44	36.83227846037887	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
45-49	36.82308624414344	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
50-54	36.81003500751791	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
55-59	36.80723707919951	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
60-64	36.807521850966715	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
65-69	36.79753739278719	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
70-74	36.79725616420054	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
75-79	36.7958964225201	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
80-84	36.7907162221123	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
85-89	36.785894330658145	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
90-94	36.78055936404265	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
95-99	36.77545605608288	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
100-104	36.76570990929594	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
105-109	36.763189073818374	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
110-114	36.75447710316479	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
115-119	36.73990034229216	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
120-124	36.7349874552448	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
125-129	36.728079198406114	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
130-134	36.70295832000518	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
135-139	36.70594919246507	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
140-144	36.68446417495513	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
145-149	36.67854960405459	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
150-151	36.843675236808494	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R1_rmphix_fastqc
1	36.623399730025945	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
2	36.79873426509728	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
3	36.81904936335794	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
4	36.849084726284005	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
5	36.84011960047825	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
6	36.846626806339195	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
7	36.84158041653006	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
8	36.84325532578505	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
9	36.848873521353376	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
10-14	36.842782298947256	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
15-19	36.842323309114086	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
20-24	36.83870115538484	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
25-29	36.82221463569298	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
30-34	36.81402271489172	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
35-39	36.80395312810207	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
40-44	36.79436230137124	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
45-49	36.783641365796214	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
50-54	36.76172034600303	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
55-59	36.76245523596424	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
60-64	36.75806990285991	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
65-69	36.73914523747077	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
70-74	36.732278504931024	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
75-79	36.72854483714728	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
80-84	36.731727086924856	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
85-89	36.73009638011787	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
90-94	36.71918663081949	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
95-99	36.709410510274026	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
100-104	36.705212750388014	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
105-109	36.6911879902366	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
110-114	36.67656187484512	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
115-119	36.66972284137264	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
120-124	36.65722426882941	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
125-129	36.64547750264526	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
130-134	36.619946909555246	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
135-139	36.61581803306333	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
140-144	36.598830789900425	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
145-149	36.57519810830154	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
150-151	36.78339791952939	37.0	37.0	37.0	37.0	37.0	WUB_VD16_R2_rmphix_fastqc
1	36.642739105714526	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
2	36.732622158784686	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
3	36.80250010405203	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
4	36.833933335241895	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
5	36.8538721216772	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
6	36.86007815497279	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
7	36.86407511265001	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
8	36.86178324862755	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
9	36.864534301252654	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
10-14	36.8695214716938	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
15-19	36.867636056434804	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
20-24	36.86216448318546	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
25-29	36.85425965600965	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
30-34	36.84945783792794	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
35-39	36.84245445259227	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
40-44	36.83683157900224	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
45-49	36.827534108860256	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
50-54	36.815591272092135	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
55-59	36.812488168559305	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
60-64	36.81299085912566	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
65-69	36.80298354170919	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
70-74	36.80295835145452	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
75-79	36.801756573438404	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
80-84	36.7973238171554	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
85-89	36.79308883826778	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
90-94	36.78727445563558	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
95-99	36.782734982562694	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
100-104	36.77291740010738	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
105-109	36.770848684341395	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
110-114	36.76266219642906	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
115-119	36.74775914650798	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
120-124	36.74302560577381	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
125-129	36.736528714220164	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
130-134	36.71301175891487	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
135-139	36.71561649146671	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
140-144	36.69463004208352	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
145-149	36.68921633146878	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
150-151	36.8483337090307	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R1_rmphix_fastqc
1	36.71708626513938	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
2	36.80193833638666	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
3	36.81473110877769	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
4	36.85024046027935	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
5	36.83725000791249	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
6	36.84479107976096	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
7	36.83864517380995	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
8	36.83672600867964	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
9	36.845755609990775	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
10-14	36.83815975880777	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
15-19	36.83795062744319	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
20-24	36.834036125807856	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
25-29	36.81640047349528	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
30-34	36.80769914029227	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
35-39	36.796594480868734	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
40-44	36.78688258527036	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
45-49	36.7744917143235	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
50-54	36.75189739783095	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
55-59	36.75420465783513	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
60-64	36.75254666187377	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
65-69	36.732483040883025	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
70-74	36.727589195388845	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
75-79	36.72409039690521	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
80-84	36.72928654768923	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
85-89	36.72823589917165	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
90-94	36.71834200012019	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
95-99	36.709665381796576	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
100-104	36.70558057033396	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
105-109	36.693834551202784	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
110-114	36.679356323704056	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
115-119	36.67340449093779	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
120-124	36.66183299168701	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
125-129	36.652052696297716	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
130-134	36.62730518774631	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
135-139	36.624013769088194	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
140-144	36.60763482897208	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
145-149	36.58696770709605	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
150-151	36.78929024470314	37.0	37.0	37.0	37.0	37.0	WUB_VD17_R2_rmphix_fastqc
1	36.64885037842005	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
2	36.738782195096725	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
3	36.80584741014245	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
4	36.835814884844375	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
5	36.85625961304494	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
6	36.86236493369557	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
7	36.864679282404566	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
8	36.86257365815473	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
9	36.8652631900092	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
10-14	36.869707808080655	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
15-19	36.86742405741002	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
20-24	36.8614871450289	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
25-29	36.853276334069264	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
30-34	36.8482098436092	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
35-39	36.84143742321656	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
40-44	36.83541489288082	37.0	37.0	37.0	37.0	37.0	WUB_VD18_R1_rmphix_fastqc
