Duplication_Level	Percentage_of_deduplicated	Percentage_of_total	Library
>100	1.3386380269426402E-4	0.018917801481166105	V10_DN_R1_rmphix_fastqc
>500	1.3423647180324078E-5	0.006838814087327592	V10_DN_R1_rmphix_fastqc
>1k	0.0	0.0	V10_DN_R1_rmphix_fastqc
>5k	0.0	0.0	V10_DN_R1_rmphix_fastqc
>10k+	0.0	0.0	V10_DN_R1_rmphix_fastqc
1	77.37925557794037	58.99156590284449	V10_DN_R2_rmphix_fastqc
2	16.738533736186195	25.52188719418788	V10_DN_R2_rmphix_fastqc
3	4.270168812710474	9.766336328121579	V10_DN_R2_rmphix_fastqc
4	1.139435920332119	3.4746836828191463	V10_DN_R2_rmphix_fastqc
5	0.3143654938729164	1.1983129464656719	V10_DN_R2_rmphix_fastqc
6	0.09378930192125622	0.429012484853644	V10_DN_R2_rmphix_fastqc
7	0.030338521398723783	0.16190409300067296	V10_DN_R2_rmphix_fastqc
8	0.013305415658004967	0.08114911923528031	V10_DN_R2_rmphix_fastqc
9	0.007261680364079657	0.04982473704446035	V10_DN_R2_rmphix_fastqc
>10	0.012728586535506695	0.16001361313194468	V10_DN_R2_rmphix_fastqc
>50	5.145264572344852E-4	0.025773206165851846	V10_DN_R2_rmphix_fastqc
>100	2.8935096611545604E-4	0.04122043559558592	V10_DN_R2_rmphix_fastqc
>500	6.691194516602789E-6	0.0032137314424706934	V10_DN_R2_rmphix_fastqc
>1k	0.0	0.0	V10_DN_R2_rmphix_fastqc
>5k	0.0	0.0	V10_DN_R2_rmphix_fastqc
>10k+	6.38446246588533E-6	0.09510252509132447	V10_DN_R2_rmphix_fastqc
1	78.35691048643034	60.32227833646677	V11_DN_R1_rmphix_fastqc
2	16.19218552501216	24.930781881315827	V11_DN_R1_rmphix_fastqc
3	3.8692978098406043	8.936219843391095	V11_DN_R1_rmphix_fastqc
4	1.0312123785063099	3.17547385337711	V11_DN_R1_rmphix_fastqc
5	0.31123653839261206	1.1980115717202053	V11_DN_R1_rmphix_fastqc
6	0.11294116167155072	0.5216796946971265	V11_DN_R1_rmphix_fastqc
7	0.050972244207860895	0.27468328171915285	V11_DN_R1_rmphix_fastqc
8	0.027389768177881194	0.16868589732195488	V11_DN_R1_rmphix_fastqc
9	0.015586205875456121	0.1079899524972214	V11_DN_R1_rmphix_fastqc
>10	0.03173246709101235	0.32404214992768865	V11_DN_R1_rmphix_fastqc
>50	4.072231922656721E-4	0.021279531968210034	V11_DN_R1_rmphix_fastqc
>100	1.212823379182596E-4	0.01551238031571194	V11_DN_R1_rmphix_fastqc
>500	6.909264056847141E-6	0.0033616252819612677	V11_DN_R1_rmphix_fastqc
>1k	0.0	0.0	V11_DN_R1_rmphix_fastqc
>5k	0.0	0.0	V11_DN_R1_rmphix_fastqc
>10k+	0.0	0.0	V11_DN_R1_rmphix_fastqc
1	78.7909519789836	60.88674913178686	V11_DN_R2_rmphix_fastqc
2	15.9018316194611	24.576700959478213	V11_DN_R2_rmphix_fastqc
3	3.7809673656939733	8.765377458514052	V11_DN_R2_rmphix_fastqc
4	0.9930537712543254	3.0695816880529554	V11_DN_R2_rmphix_fastqc
5	0.29746992721120785	1.1493690822006333	V11_DN_R2_rmphix_fastqc
6	0.10433178304401564	0.48374258270422327	V11_DN_R2_rmphix_fastqc
7	0.05184633828963167	0.2804546003682257	V11_DN_R2_rmphix_fastqc
8	0.026270564419417962	0.16240740594500744	V11_DN_R2_rmphix_fastqc
9	0.01828980240329775	0.12720317807645268	V11_DN_R2_rmphix_fastqc
>10	0.03433606723463089	0.3363380271935276	V11_DN_R2_rmphix_fastqc
>50	4.1354861933263354E-4	0.021311095901362424	V11_DN_R2_rmphix_fastqc
>100	2.237525331330195E-4	0.041556455403734434	V11_DN_R2_rmphix_fastqc
>500	6.9010047507833405E-6	0.003199705558554173	V11_DN_R2_rmphix_fastqc
>1k	0.0	0.0	V11_DN_R2_rmphix_fastqc
>5k	0.0	0.0	V11_DN_R2_rmphix_fastqc
>10k+	6.579847602087337E-6	0.0960086288162301	V11_DN_R2_rmphix_fastqc
1	75.29727629217136	55.758455646626956	V17_DN_R1_rmphix_fastqc
2	17.755534872486773	26.29633507135568	V17_DN_R1_rmphix_fastqc
3	4.873984925411292	10.82771724297268	V17_DN_R1_rmphix_fastqc
4	1.4006271145485343	4.148718715454374	V17_DN_R1_rmphix_fastqc
5	0.4215745046654158	1.5609026300582978	V17_DN_R1_rmphix_fastqc
6	0.13936258010404873	0.6191970778368522	V17_DN_R1_rmphix_fastqc
7	0.050396665804819246	0.2612349709541404	V17_DN_R1_rmphix_fastqc
8	0.023814819444512428	0.14108107162620803	V17_DN_R1_rmphix_fastqc
9	0.012518010742000296	0.08342751331802865	V17_DN_R1_rmphix_fastqc
>10	0.024314564624815266	0.25647495529653563	V17_DN_R1_rmphix_fastqc
>50	4.1933527278843497E-4	0.0225052473149591	V17_DN_R1_rmphix_fastqc
>100	1.7631472360997945E-4	0.02394985718532747	V17_DN_R1_rmphix_fastqc
>500	0.0	0.0	V17_DN_R1_rmphix_fastqc
>1k	0.0	0.0	V17_DN_R1_rmphix_fastqc
>5k	0.0	0.0	V17_DN_R1_rmphix_fastqc
>10k+	0.0	0.0	V17_DN_R1_rmphix_fastqc
1	75.78415701592358	56.26674420140696	V17_DN_R2_rmphix_fastqc
2	17.50179906965152	25.988789480355027	V17_DN_R2_rmphix_fastqc
3	4.718845269487291	10.510668858471494	V17_DN_R2_rmphix_fastqc
4	1.3468529571986805	3.9999405576911453	V17_DN_R2_rmphix_fastqc
5	0.40123783627912063	1.4895162516025349	V17_DN_R2_rmphix_fastqc
6	0.13560352695201885	0.6040815862514364	V17_DN_R2_rmphix_fastqc
7	0.05087608111781575	0.2644143695016989	V17_DN_R2_rmphix_fastqc
8	0.02180062572668508	0.12948883033019792	V17_DN_R2_rmphix_fastqc
9	0.01289921053982329	0.08619439043475066	V17_DN_R2_rmphix_fastqc
>10	0.025086694914802577	0.26348148967363083	V17_DN_R2_rmphix_fastqc
>50	5.376723519832353E-4	0.026870008496823018	V17_DN_R2_rmphix_fastqc
>100	2.633390816491024E-4	0.050918260638817214	V17_DN_R2_rmphix_fastqc
>500	3.426909868150726E-5	0.014831445293535854	V17_DN_R2_rmphix_fastqc
>1k	0.0	0.0	V17_DN_R2_rmphix_fastqc
>5k	0.0	0.0	V17_DN_R2_rmphix_fastqc
>10k+	6.431676343202947E-6	0.3040602698518581	V17_DN_R2_rmphix_fastqc
1	78.09937587286599	58.27633795861645	V19_DN_R1_rmphix_fastqc
2	16.302969076562764	24.329959747213028	V19_DN_R1_rmphix_fastqc
3	3.8011949040176884	8.509148110237378	V19_DN_R1_rmphix_fastqc
4	1.021227836442132	3.048086767101814	V19_DN_R1_rmphix_fastqc
5	0.2736438985651272	1.0209405731394043	V19_DN_R1_rmphix_fastqc
6	0.09378920437335783	0.41990282072129775	V19_DN_R1_rmphix_fastqc
7	0.0437837744843852	0.22869460956725213	V19_DN_R1_rmphix_fastqc
8	0.03534819559127469	0.2110094601378336	V19_DN_R1_rmphix_fastqc
9	0.029076544812358242	0.19526751397104308	V19_DN_R1_rmphix_fastqc
>10	0.2988031026704942	3.7120856600902057	V19_DN_R1_rmphix_fastqc
>50	6.392835421683582E-4	0.030398911274680696	V19_DN_R1_rmphix_fastqc
>100	1.4830607222854003E-4	0.01816786792965988	V19_DN_R1_rmphix_fastqc
>500	0.0	0.0	V19_DN_R1_rmphix_fastqc
>1k	0.0	0.0	V19_DN_R1_rmphix_fastqc
>5k	0.0	0.0	V19_DN_R1_rmphix_fastqc
>10k+	0.0	0.0	V19_DN_R1_rmphix_fastqc
1	78.68677449058048	59.057007280999095	V19_DN_R2_rmphix_fastqc
2	15.889755166391023	23.85156572067096	V19_DN_R2_rmphix_fastqc
3	3.6738939335068057	8.272133996547401	V19_DN_R2_rmphix_fastqc
4	1.0001114314694146	3.0024658386356964	V19_DN_R2_rmphix_fastqc
5	0.2616464967714006	0.9818714240679838	V19_DN_R2_rmphix_fastqc
6	0.08779248237398972	0.3953468397461146	V19_DN_R2_rmphix_fastqc
7	0.03964406489511431	0.20827920460859728	V19_DN_R2_rmphix_fastqc
8	0.0332560609059878	0.19967812316895825	V19_DN_R2_rmphix_fastqc
9	0.03008615632463789	0.2032258315532687	V19_DN_R2_rmphix_fastqc
>10	0.296072512721205	3.6816186872419445	V19_DN_R2_rmphix_fastqc
>50	6.755244573995427E-4	0.0313902439019651	V19_DN_R2_rmphix_fastqc
>100	2.850202725894081E-4	0.036667599853601886	V19_DN_R2_rmphix_fastqc
>500	0.0	0.0	V19_DN_R2_rmphix_fastqc
>1k	0.0	0.0	V19_DN_R2_rmphix_fastqc
>5k	0.0	0.0	V19_DN_R2_rmphix_fastqc
>10k+	6.6593299892250975E-6	0.07874920900447578	V19_DN_R2_rmphix_fastqc
1	82.97208520227711	68.27121686117155	WUB_TM01_R1_rmphix_fastqc
2	13.592497426841973	22.368398654813536	WUB_TM01_R1_rmphix_fastqc
3	2.647965899613993	6.536409940746172	WUB_TM01_R1_rmphix_fastqc
4	0.5905300793213858	1.943603418432045	WUB_TM01_R1_rmphix_fastqc
5	0.1402252092623029	0.576901595736147	WUB_TM01_R1_rmphix_fastqc
6	0.03864866808009004	0.19080573376879661	WUB_TM01_R1_rmphix_fastqc
7	0.012390712749839355	0.0713674152701522	WUB_TM01_R1_rmphix_fastqc
8	0.003362577847542172	0.02213441119455658	WUB_TM01_R1_rmphix_fastqc
9	0.0014958683633354663	0.01107749405864212	WUB_TM01_R1_rmphix_fastqc
>10	7.983556424287459E-4	0.008084474808416706	WUB_TM01_R1_rmphix_fastqc
>50	0.0	0.0	WUB_TM01_R1_rmphix_fastqc
>100	0.0	0.0	WUB_TM01_R1_rmphix_fastqc
>500	0.0	0.0	WUB_TM01_R1_rmphix_fastqc
>1k	0.0	0.0	WUB_TM01_R1_rmphix_fastqc
>5k	0.0	0.0	WUB_TM01_R1_rmphix_fastqc
>10k+	0.0	0.0	WUB_TM01_R1_rmphix_fastqc
1	82.89904909822489	68.08898518237908	WUB_TM01_R2_rmphix_fastqc
2	13.621862825203618	22.37658516354562	WUB_TM01_R2_rmphix_fastqc
3	2.6834586355864625	6.612161801499589	WUB_TM01_R2_rmphix_fastqc
4	0.5951644548835228	1.9553490270619103	WUB_TM01_R2_rmphix_fastqc
5	0.14111727524985934	0.579532103684355	WUB_TM01_R2_rmphix_fastqc
6	0.040729225487078406	0.20071725749666097	WUB_TM01_R2_rmphix_fastqc
7	0.013453182172364948	0.07734822921228568	WUB_TM01_R2_rmphix_fastqc
8	0.00336643192791891	0.022120102573043064	WUB_TM01_R2_rmphix_fastqc
9	0.0013614425281450238	0.01006396539170447	WUB_TM01_R2_rmphix_fastqc
>10	4.052808023996341E-4	0.004039678066309608	WUB_TM01_R2_rmphix_fastqc
>50	0.0	0.0	WUB_TM01_R2_rmphix_fastqc
>100	2.6289022219987337E-5	0.006594514856687396	WUB_TM01_R2_rmphix_fastqc
>500	3.588492702851357E-6	0.0015798074937332404	WUB_TM01_R2_rmphix_fastqc
>1k	0.0	0.0	WUB_TM01_R2_rmphix_fastqc
>5k	0.0	0.0	WUB_TM01_R2_rmphix_fastqc
>10k+	2.2704188467202917E-6	0.06492316673902145	WUB_TM01_R2_rmphix_fastqc
1	82.39400117778544	67.22026416555457	WUB_TM02_R1_rmphix_fastqc
2	13.855266601490401	22.607341984199607	WUB_TM02_R1_rmphix_fastqc
3	2.8687213476102746	7.021246840081351	WUB_TM02_R1_rmphix_fastqc
4	0.6444531466013395	2.1030808135359575	WUB_TM02_R1_rmphix_fastqc
5	0.17119897539732298	0.698354260418115	WUB_TM02_R1_rmphix_fastqc
6	0.046369781696571286	0.22698174117435646	WUB_TM02_R1_rmphix_fastqc
7	0.014258723414004457	0.08142978840648453	WUB_TM02_R1_rmphix_fastqc
8	0.0033918921118589055	0.02213791106352431	WUB_TM02_R1_rmphix_fastqc
9	0.001508950692509906	0.011079551477297826	WUB_TM02_R1_rmphix_fastqc
>10	8.294032002737951E-4	0.008082944088761397	WUB_TM02_R1_rmphix_fastqc
>50	0.0	0.0	WUB_TM02_R1_rmphix_fastqc
>100	0.0	0.0	WUB_TM02_R1_rmphix_fastqc
>500	0.0	0.0	WUB_TM02_R1_rmphix_fastqc
>1k	0.0	0.0	WUB_TM02_R1_rmphix_fastqc
>5k	0.0	0.0	WUB_TM02_R1_rmphix_fastqc
>10k+	0.0	0.0	WUB_TM02_R1_rmphix_fastqc
1	82.3198060121709	67.0358548562011	WUB_TM02_R2_rmphix_fastqc
2	13.879294516820837	22.60477563804048	WUB_TM02_R2_rmphix_fastqc
3	2.90672136365338	7.10113012459521	WUB_TM02_R2_rmphix_fastqc
4	0.6551029273023675	2.1338915567425474	WUB_TM02_R2_rmphix_fastqc
5	0.16796617582761444	0.6839032262701379	WUB_TM02_R2_rmphix_fastqc
6	0.05156408757846285	0.251942480782174	WUB_TM02_R2_rmphix_fastqc
7	0.013395461681649784	0.07635870247593628	WUB_TM02_R2_rmphix_fastqc
8	0.0037049343983353465	0.024136446049625993	WUB_TM02_R2_rmphix_fastqc
9	0.0013735161106666447	0.010066513514538758	WUB_TM02_R2_rmphix_fastqc
>10	0.001032180260054181	0.010100395449800601	WUB_TM02_R2_rmphix_fastqc
>50	0.0	0.0	WUB_TM02_R2_rmphix_fastqc
>100	3.6464319010147246E-5	0.009569395338361663	WUB_TM02_R2_rmphix_fastqc
>500	0.0	0.0	WUB_TM02_R2_rmphix_fastqc
>1k	0.0	0.0	WUB_TM02_R2_rmphix_fastqc
>5k	0.0	0.0	WUB_TM02_R2_rmphix_fastqc
>10k+	2.3598767086685744E-6	0.05827066454004503	WUB_TM02_R2_rmphix_fastqc
1	82.0712948250259	66.70711705695642	WUB_TM03_R1_rmphix_fastqc
2	14.115614793369335	22.946195021284577	WUB_TM03_R1_rmphix_fastqc
3	2.8810466523158293	7.025098727599749	WUB_TM03_R1_rmphix_fastqc
4	0.686620531382982	2.232326235784339	WUB_TM03_R1_rmphix_fastqc
5	0.1723274798695479	0.7003343493176455	WUB_TM03_R1_rmphix_fastqc
6	0.04839473969534699	0.23600994033402675	WUB_TM03_R1_rmphix_fastqc
7	0.01537145774830607	0.08745688044484833	WUB_TM03_R1_rmphix_fastqc
8	0.0060350466128268575	0.03924203332766439	WUB_TM03_R1_rmphix_fastqc
9	0.0019275407566778664	0.014100254960727285	WUB_TM03_R1_rmphix_fastqc
>10	0.001366933223241898	0.012119499990008869	WUB_TM03_R1_rmphix_fastqc
>50	0.0	0.0	WUB_TM03_R1_rmphix_fastqc
>100	0.0	0.0	WUB_TM03_R1_rmphix_fastqc
>500	0.0	0.0	WUB_TM03_R1_rmphix_fastqc
>1k	0.0	0.0	WUB_TM03_R1_rmphix_fastqc
>5k	0.0	0.0	WUB_TM03_R1_rmphix_fastqc
>10k+	0.0	0.0	WUB_TM03_R1_rmphix_fastqc
1	82.01201574153508	66.5847896132773	WUB_TM03_R2_rmphix_fastqc
2	14.154240688957753	22.983391638126328	WUB_TM03_R2_rmphix_fastqc
3	2.911952908312454	7.092562108514021	WUB_TM03_R2_rmphix_fastqc
4	0.6780871499728275	2.2021304957410583	WUB_TM03_R2_rmphix_fastqc
5	0.17243144515628916	0.6999773993257766	WUB_TM03_R2_rmphix_fastqc
6	0.047599772821451745	0.23187486591804393	WUB_TM03_R2_rmphix_fastqc
7	0.014850407321529728	0.08439834904244667	WUB_TM03_R2_rmphix_fastqc
8	0.0054193601673820455	0.03519942323777878	WUB_TM03_R2_rmphix_fastqc
9	0.0020664809857346873	0.015099809508128774	WUB_TM03_R2_rmphix_fastqc
>10	0.0012707300653701347	0.01110490701448425	WUB_TM03_R2_rmphix_fastqc
>50	0.0	0.0	WUB_TM03_R2_rmphix_fastqc
>100	6.297194389199281E-5	0.008224048995745374	WUB_TM03_R2_rmphix_fastqc
>500	0.0	0.0	WUB_TM03_R2_rmphix_fastqc
>1k	0.0	0.0	WUB_TM03_R2_rmphix_fastqc
>5k	0.0	0.0	WUB_TM03_R2_rmphix_fastqc
>10k+	2.342760228198706E-6	0.05124734129891241	WUB_TM03_R2_rmphix_fastqc
1	82.02555529133836	66.60874214749218	WUB_TM04_R1_rmphix_fastqc
2	14.067600442099282	22.847152138223557	WUB_TM04_R1_rmphix_fastqc
3	2.986908995604694	7.276546329967978	WUB_TM04_R1_rmphix_fastqc
4	0.6719902580169603	2.1827551505331897	WUB_TM04_R1_rmphix_fastqc
5	0.1860231366890819	0.7552991931100753	WUB_TM04_R1_rmphix_fastqc
6	0.041415564691696105	0.20178872252510824	WUB_TM04_R1_rmphix_fastqc
7	0.013787706264150495	0.07837401864145607	WUB_TM04_R1_rmphix_fastqc
8	0.00417970670023015	0.027153001755020036	WUB_TM04_R1_rmphix_fastqc
9	0.0012395055944158207	0.009058849697757805	WUB_TM04_R1_rmphix_fastqc
