GC_Content	Count	Library
3	10.0	V03_DN_R1_rmphix_fastqc
4	12.5	V03_DN_R1_rmphix_fastqc
5	13.0	V03_DN_R1_rmphix_fastqc
6	20.5	V03_DN_R1_rmphix_fastqc
7	43.5	V03_DN_R1_rmphix_fastqc
8	67.0	V03_DN_R1_rmphix_fastqc
9	99.5	V03_DN_R1_rmphix_fastqc
10	163.5	V03_DN_R1_rmphix_fastqc
11	241.5	V03_DN_R1_rmphix_fastqc
12	306.0	V03_DN_R1_rmphix_fastqc
13	430.0	V03_DN_R1_rmphix_fastqc
14	626.5	V03_DN_R1_rmphix_fastqc
15	929.0	V03_DN_R1_rmphix_fastqc
16	1414.0	V03_DN_R1_rmphix_fastqc
17	2054.0	V03_DN_R1_rmphix_fastqc
18	2982.0	V03_DN_R1_rmphix_fastqc
19	4239.0	V03_DN_R1_rmphix_fastqc
20	5968.0	V03_DN_R1_rmphix_fastqc
21	8382.5	V03_DN_R1_rmphix_fastqc
22	11563.0	V03_DN_R1_rmphix_fastqc
23	15796.0	V03_DN_R1_rmphix_fastqc
24	21106.5	V03_DN_R1_rmphix_fastqc
25	27531.0	V03_DN_R1_rmphix_fastqc
26	35483.5	V03_DN_R1_rmphix_fastqc
27	45400.0	V03_DN_R1_rmphix_fastqc
28	57295.5	V03_DN_R1_rmphix_fastqc
29	71209.0	V03_DN_R1_rmphix_fastqc
30	87955.5	V03_DN_R1_rmphix_fastqc
31	107440.0	V03_DN_R1_rmphix_fastqc
32	128551.5	V03_DN_R1_rmphix_fastqc
33	150864.5	V03_DN_R1_rmphix_fastqc
34	175232.5	V03_DN_R1_rmphix_fastqc
35	199714.0	V03_DN_R1_rmphix_fastqc
36	223686.0	V03_DN_R1_rmphix_fastqc
37	247561.0	V03_DN_R1_rmphix_fastqc
38	271118.0	V03_DN_R1_rmphix_fastqc
39	294114.0	V03_DN_R1_rmphix_fastqc
40	315575.5	V03_DN_R1_rmphix_fastqc
41	336407.5	V03_DN_R1_rmphix_fastqc
42	355460.0	V03_DN_R1_rmphix_fastqc
43	374082.0	V03_DN_R1_rmphix_fastqc
44	392431.5	V03_DN_R1_rmphix_fastqc
45	411094.0	V03_DN_R1_rmphix_fastqc
46	432689.0	V03_DN_R1_rmphix_fastqc
47	456954.0	V03_DN_R1_rmphix_fastqc
48	483656.5	V03_DN_R1_rmphix_fastqc
49	515663.5	V03_DN_R1_rmphix_fastqc
50	554443.5	V03_DN_R1_rmphix_fastqc
51	600314.5	V03_DN_R1_rmphix_fastqc
52	655416.0	V03_DN_R1_rmphix_fastqc
53	718950.5	V03_DN_R1_rmphix_fastqc
54	792715.5	V03_DN_R1_rmphix_fastqc
55	876889.0	V03_DN_R1_rmphix_fastqc
56	969996.5	V03_DN_R1_rmphix_fastqc
57	1072372.5	V03_DN_R1_rmphix_fastqc
58	1182995.5	V03_DN_R1_rmphix_fastqc
59	1301002.0	V03_DN_R1_rmphix_fastqc
60	1424235.0	V03_DN_R1_rmphix_fastqc
61	1543675.5	V03_DN_R1_rmphix_fastqc
62	1653242.5	V03_DN_R1_rmphix_fastqc
63	1752747.5	V03_DN_R1_rmphix_fastqc
64	1830707.0	V03_DN_R1_rmphix_fastqc
65	1872454.5	V03_DN_R1_rmphix_fastqc
66	1870236.0	V03_DN_R1_rmphix_fastqc
