Position	Illumina_Universal_Adapter	Illumina_Small_RNA_3_Adapter	Illumina_Small_RNA_5_Adapter	Nextera_Transposase_Sequence	SOLID_Small_RNA_Adapter	Library
85-89	0.010479217077653143	4.3156076411119066E-4	0.0015498635747381454	3.9827624901494195E-5	0.0035531931072833034	WUB_TM09_R2_rmphix_fastqc
90-94	0.012032209965776405	4.6399183010240735E-4	0.0016448809084317103	4.1250040076547556E-5	0.0037625726210511585	WUB_TM09_R2_rmphix_fastqc
95-99	0.013595444243160055	4.901642693233893E-4	0.0017552603260158513	4.3525904356632936E-5	0.003952607288438288	WUB_TM09_R2_rmphix_fastqc
100-104	0.015187695790114789	5.10362564809147E-4	0.0018443035159741918	4.4094870426654285E-5	0.004145771269210535	WUB_TM09_R2_rmphix_fastqc
105-109	0.01690483538943921	5.282849960148194E-4	0.0019438725782279273	4.4094870426654285E-5	0.00432556454733728	WUB_TM09_R2_rmphix_fastqc
110-114	0.018749992354518435	5.513281218506839E-4	0.0020403123270965455	4.466383649667563E-5	0.004513323350444324	WUB_TM09_R2_rmphix_fastqc
115-119	0.020592873455317573	5.726643494764844E-4	0.002120536542969555	4.722418381177168E-5	0.004713314924056827	WUB_TM09_R2_rmphix_fastqc
120-124	0.021368658691791675	5.942850601372955E-4	0.002215269393628109	4.978453112686774E-5	0.004890832337903487	WUB_TM09_R2_rmphix_fastqc
125-129	0.02157690027341949	6.113540422379358E-4	0.0023080108630415884	5.1206946301921105E-5	0.005068065268715136	WUB_TM09_R2_rmphix_fastqc
130-134	0.02173820215427054	6.292764734436083E-4	0.0024007523324550677	5.262936147697447E-5	0.005248143029876892	WUB_TM09_R2_rmphix_fastqc
135-139	0.021907185077066883	6.443540742991739E-4	0.0024878041411683337	5.4620742722049175E-5	0.005410867325902996	WUB_TM09_R2_rmphix_fastqc
140	0.022018986909826076	6.514661501744408E-4	0.0025290541812448813	5.5474191827081195E-5	0.005509013972981679	WUB_TM09_R2_rmphix_fastqc
1	4.407350873610399E-6	4.407350873610399E-6	2.6444105241662393E-5	0.0	4.260439177823386E-5	WUB_TM10_R1_rmphix_fastqc
2	5.876467831480532E-6	7.345584789350665E-6	5.141909352545466E-5	1.469116957870133E-6	7.786319876711705E-5	WUB_TM10_R1_rmphix_fastqc
3	7.345584789350665E-6	1.1752935662961064E-5	7.345584789350665E-5	1.469116957870133E-6	1.1459112271387037E-4	WUB_TM10_R1_rmphix_fastqc
4	8.814701747220799E-6	1.7629403494441598E-5	8.814701747220797E-5	1.469116957870133E-6	1.6601021623932502E-4	WUB_TM10_R1_rmphix_fastqc
5	1.028381870509093E-5	2.056763741018186E-5	1.0724553792451971E-4	2.938233915740266E-6	2.1008372497542902E-4	WUB_TM10_R1_rmphix_fastqc
6	1.3222052620831196E-5	2.497498828379226E-5	1.3515876012405224E-4	2.938233915740266E-6	2.585645845851434E-4	WUB_TM10_R1_rmphix_fastqc
7	1.3222052620831196E-5	3.0851456115272796E-5	1.5866463144997435E-4	2.938233915740266E-6	3.0410721027911754E-4	WUB_TM10_R1_rmphix_fastqc
8	1.3222052620831196E-5	3.5258806988883195E-5	1.865778536495069E-4	2.938233915740266E-6	3.378969003101306E-4	WUB_TM10_R1_rmphix_fastqc
9	1.469116957870133E-5	3.5258806988883195E-5	2.0861460801755889E-4	5.876467831480532E-6	3.6874835642540337E-4	WUB_TM10_R1_rmphix_fastqc
10-14	2.174293097647797E-5	5.288821048332478E-5	2.5533252727782913E-4	7.051761397776637E-6	5.033194697663076E-4	WUB_TM10_R1_rmphix_fastqc
15-19	4.231056838665983E-5	8.403348999017159E-5	3.349586663943903E-4	8.814701747220799E-6	7.248623070131236E-4	WUB_TM10_R1_rmphix_fastqc
20-24	8.462113677331965E-5	1.060702443582236E-4	4.266315645654866E-4	8.814701747220799E-6	9.17610451885685E-4	WUB_TM10_R1_rmphix_fastqc
25-29	2.0685166766811473E-4	1.2369964785266521E-4	5.153662288208425E-4	1.2340582446109118E-5	0.0010953736037879712	WUB_TM10_R1_rmphix_fastqc
30-34	5.062577036820478E-4	1.4309199169655097E-4	6.205550030043441E-4	1.3222052620831195E-5	0.0012740182258649793	WUB_TM10_R1_rmphix_fastqc
35-39	9.466989676515138E-4	1.577831612752523E-4	7.254499537962715E-4	1.3515876012405224E-5	0.0014749934257016137	WUB_TM10_R1_rmphix_fastqc
40-44	0.0014168163941699562	1.8892844078209913E-4	8.403348999017161E-4	1.6160286536571462E-5	0.0016648033366584345	WUB_TM10_R1_rmphix_fastqc
45-49	0.0020303196357765235	2.0832078462598483E-4	9.417039699947552E-4	1.9098520452311726E-5	0.0018654847131034948	WUB_TM10_R1_rmphix_fastqc
50-54	0.002804838095965658	2.221304840299641E-4	0.001047774214352979	2.233057775962602E-5	0.002085558433392441	WUB_TM10_R1_rmphix_fastqc
55-59	0.0036827823899888493	2.3770312378338754E-4	0.0011606023967174052	2.6444105241662396E-5	0.0023244368507421244	WUB_TM10_R1_rmphix_fastqc
60-64	0.0047240924897272	2.576831144104213E-4	0.0012531567650632236	3.0851456115272796E-5	0.0025430414540732	WUB_TM10_R1_rmphix_fastqc
65-69	0.005878230771829977	2.779569284290292E-4	0.0013333705509629328	3.731557072990137E-5	0.00274225371356039	WUB_TM10_R1_rmphix_fastqc
70-74	0.007201905150870966	2.941172149656006E-4	0.0014200484514772706	3.8784687687771515E-5	0.002937940092348692	WUB_TM10_R1_rmphix_fastqc
75-79	0.008597860084239167	3.1556632255050457E-4	0.0015073139987747564	4.289821516980788E-5	0.0031227550056487545	WUB_TM10_R1_rmphix_fastqc
80-84	0.01010723084675494	3.3730925352698255E-4	0.0015945795460722424	5.024379995915855E-5	0.0033290190265337213	WUB_TM10_R1_rmphix_fastqc
85-89	0.0116518604162596	3.6874835642540337E-4	0.0016771439191045439	5.230056370017673E-5	0.0035508556871721108	WUB_TM10_R1_rmphix_fastqc
90-94	0.013262012602085264	3.928418745344735E-4	0.0017647032897936039	5.288821048332478E-5	0.0037386088343879147	WUB_TM10_R1_rmphix_fastqc
95-99	0.01471967044768401	4.075330441131749E-4	0.0018434479587354428	5.582644439906505E-5	0.003930475509085754	WUB_TM10_R1_rmphix_fastqc
100-104	0.016125321552974154	4.257500943907645E-4	0.0019351208569065395	5.964614848952741E-5	0.004121754537000445	WUB_TM10_R1_rmphix_fastqc
105-109	0.01732118275668044	4.4073508736103983E-4	0.002006519941059027	6.0233795272675456E-5	0.004303925039776342	WUB_TM10_R1_rmphix_fastqc
110-114	0.018224395862379	4.621841949459438E-4	0.002089378137482903	6.0233795272675456E-5	0.004483157308636498	WUB_TM10_R1_rmphix_fastqc
115-119	0.018948670522608978	4.85396242880292E-4	0.002190159560792794	6.229055901369365E-5	0.004685307802039428	WUB_TM10_R1_rmphix_fastqc
120-124	0.019343862984276042	5.121341715135283E-4	0.0022803633420060204	6.640408649573002E-5	0.004857194486110233	WUB_TM10_R1_rmphix_fastqc
125-129	0.019468150278911855	5.338771024900063E-4	0.002361164774688878	7.110526076091444E-5	0.0050138023538191905	WUB_TM10_R1_rmphix_fastqc
130-134	0.019532791425058142	5.547385632917623E-4	0.002442553854154883	7.198673093563652E-5	0.005223298432011471	WUB_TM10_R1_rmphix_fastqc
135-139	0.019591262279981377	5.720741433946298E-4	0.0025221799932714445	7.374967128508068E-5	0.005404293641221072	WUB_TM10_R1_rmphix_fastqc
140	0.019630340791060717	5.861776661901831E-4	0.0025768311441042133	7.492496485137679E-5	0.0055091885920129985	WUB_TM10_R1_rmphix_fastqc
1	2.938233915740266E-6	2.938233915740266E-6	2.2036754368051994E-5	0.0	5.141909352545466E-5	WUB_TM10_R2_rmphix_fastqc
2	4.407350873610399E-6	5.876467831480532E-6	4.994997656758452E-5	0.0	7.639408180924692E-5	WUB_TM10_R2_rmphix_fastqc
3	1.028381870509093E-5	7.345584789350665E-6	8.227054964072745E-5	1.469116957870133E-6	1.2046759054535091E-4	WUB_TM10_R2_rmphix_fastqc
4	1.1752935662961064E-5	1.028381870509093E-5	1.1459112271387037E-4	1.469116957870133E-6	1.689484501550653E-4	WUB_TM10_R2_rmphix_fastqc
5	1.469116957870133E-5	1.028381870509093E-5	1.2781317533470157E-4	2.938233915740266E-6	1.953925553967277E-4	WUB_TM10_R2_rmphix_fastqc
6	1.6160286536571462E-5	1.7629403494441598E-5	1.513190466606237E-4	2.938233915740266E-6	2.4534253196431224E-4	WUB_TM10_R2_rmphix_fastqc
7	1.6160286536571462E-5	2.056763741018186E-5	1.645410992814549E-4	2.938233915740266E-6	2.98230742447637E-4	WUB_TM10_R2_rmphix_fastqc
8	2.056763741018186E-5	2.6444105241662393E-5	1.8070138581802636E-4	2.938233915740266E-6	3.349586663943903E-4	WUB_TM10_R2_rmphix_fastqc
9	2.056763741018186E-5	2.791322219953253E-5	2.0126902322820822E-4	2.938233915740266E-6	3.8490864296197483E-4	WUB_TM10_R2_rmphix_fastqc
10-14	2.644410524166239E-5	3.5258806988883195E-5	2.485745892716265E-4	3.8197040904623456E-6	5.183044627365829E-4	WUB_TM10_R2_rmphix_fastqc
15-19	4.583644908554815E-5	5.1125270133880626E-5	3.390721938764267E-4	5.288821048332479E-6	7.304449514530301E-4	WUB_TM10_R2_rmphix_fastqc
20-24	8.609025373118978E-5	6.992996719461833E-5	4.245748008244684E-4	1.028381870509093E-5	9.311263278980903E-4	WUB_TM10_R2_rmphix_fastqc
25-29	2.065578442765407E-4	9.60802490447067E-5	5.097835843809362E-4	1.2634405837683144E-5	0.001146792697313426	WUB_TM10_R2_rmphix_fastqc
30-34	4.912727107117725E-4	1.260502349852574E-4	5.991058954194402E-4	1.6160286536571462E-5	0.0013906661123198679	WUB_TM10_R2_rmphix_fastqc
35-39	9.261313302413319E-4	1.5102522326904968E-4	6.878405596747962E-4	1.6160286536571462E-5	0.0015887030782407619	WUB_TM10_R2_rmphix_fastqc
40-44	0.00141417198364579	1.7541256476969388E-4	7.809825748037627E-4	1.6160286536571462E-5	0.0018043694476560976	WUB_TM10_R2_rmphix_fastqc
45-49	0.0019741993679858847	1.9039755773996923E-4	8.60902537311898E-4	1.645410992814549E-5	0.0020306134591680978	WUB_TM10_R2_rmphix_fastqc
50-54	0.0027128713744029877	2.1184666532487315E-4	9.499310249588281E-4	1.821705027758965E-5	0.002253919236764358	WUB_TM10_R2_rmphix_fastqc
55-59	0.0035487989234310935	2.2741930507829664E-4	0.001059820973407514	2.0273814018607834E-5	0.0024637091383482132	WUB_TM10_R2_rmphix_fastqc
60-64	0.00454456639747547	2.444610617895901E-4	0.0011685356282899039	2.056763741018186E-5	0.00266997315923318	WUB_TM10_R2_rmphix_fastqc
65-69	0.005639058531088719	2.6091517171773564E-4	0.0012637344071598886	2.233057775962602E-5	0.0028985677578777726	WUB_TM10_R2_rmphix_fastqc
70-74	0.006861363840036669	2.8265810269421357E-4	0.0013454173100174677	2.644410524166239E-5	0.00311511559746783	WUB_TM10_R2_rmphix_fastqc
75-79	0.00815212999922137	3.0616397402013574E-4	0.0014206360982604188	2.673792863323642E-5	0.003311977269822428	WUB_TM10_R2_rmphix_fastqc
80-84	0.009578054918530119	3.229119073398552E-4	0.0015026128245095721	2.938233915740266E-5	0.0035167721737495244	WUB_TM10_R2_rmphix_fastqc
85-89	0.011172928287993935	3.449486617079072E-4	0.0015819451402345592	2.938233915740266E-5	0.003696004442609681	WUB_TM10_R2_rmphix_fastqc
90-94	0.012790719882000525	3.590521845034605E-4	0.0016739118617972296	3.0557632723698765E-5	0.0038881649406990937	WUB_TM10_R2_rmphix_fastqc
95-99	0.014444064106387575	3.896098172271593E-4	0.001767935347100918	3.2320573073142924E-5	0.004106475720638596	WUB_TM10_R2_rmphix_fastqc
100-104	0.016167925944752387	4.0958980785419307E-4	0.0018490306031753493	3.4083513422587084E-5	0.004333601202325317	WUB_TM10_R2_rmphix_fastqc
105-109	0.018006378905831073	4.286883283065048E-4	0.0019471676159610741	3.5846453772031244E-5	0.004542803457126025	WUB_TM10_R2_rmphix_fastqc
110-114	0.02006843146789759	4.474930253672425E-4	0.0020241493445534693	3.6727923946753324E-5	0.004734963955215438	WUB_TM10_R2_rmphix_fastqc
115-119	0.022199532526984006	4.733494838257569E-4	0.0021178790064655837	3.907851107934553E-5	0.004930356510612167	WUB_TM10_R2_rmphix_fastqc
120-124	0.02328256554832587	4.909788873201984E-4	0.002219541899950197	4.524880230240009E-5	0.005128687299924635	WUB_TM10_R2_rmphix_fastqc
125-129	0.023512335440536755	5.015565294168634E-4	0.0023038692133319424	4.789321282656633E-5	0.005314677506790994	WUB_TM10_R2_rmphix_fastqc
130-134	0.023704789762017744	5.168353457787127E-4	0.0024078826939491482	4.96561531760105E-5	0.005480393899638744	WUB_TM10_R2_rmphix_fastqc
135-139	0.02393808553492752	5.374029831888947E-4	0.0024951482412466338	4.994997656758452E-5	0.005690771448005748	WUB_TM10_R2_rmphix_fastqc
140	0.024102332810817403	5.567953270327804E-4	0.00254010322015746	4.994997656758452E-5	0.005792728164881934	WUB_TM10_R2_rmphix_fastqc
1	3.8968782614841426E-6	9.092715943463E-6	3.8968782614841426E-5	1.2989594204947142E-6	4.546357971731499E-5	WUB_TM11_R1_rmphix_fastqc
2	9.092715943463E-6	1.1690634784452428E-5	6.624693044523043E-5	1.2989594204947142E-6	7.533964638869342E-5	WUB_TM11_R1_rmphix_fastqc
3	1.1690634784452428E-5	1.4288553625441856E-5	7.40406869681987E-5	1.2989594204947142E-6	1.1820530726501898E-4	WUB_TM11_R1_rmphix_fastqc
4	1.1690634784452428E-5	1.6886472466431284E-5	8.832924059364057E-5	1.2989594204947142E-6	1.6107096814134455E-4	WUB_TM11_R1_rmphix_fastqc
5	1.4288553625441856E-5	2.8577107250883712E-5	1.0261779421908242E-4	1.2989594204947142E-6	2.1432830438162782E-4	WUB_TM11_R1_rmphix_fastqc
6	1.558751304593657E-5	2.9876066671378426E-5	1.2210218552650314E-4	1.2989594204947142E-6	2.6888460004240584E-4	WUB_TM11_R1_rmphix_fastqc
7	2.0783350727915427E-5	2.9876066671378426E-5	1.376896985724397E-4	1.2989594204947142E-6	3.3513153048763625E-4	WUB_TM11_R1_rmphix_fastqc
8	2.3381269568904855E-5	3.247398551236785E-5	1.5977200872084984E-4	1.2989594204947142E-6	3.7929615078445653E-4	WUB_TM11_R1_rmphix_fastqc
9	2.5979188409894284E-5	4.1566701455830854E-5	1.8445223771024942E-4	1.2989594204947142E-6	4.078732580353402E-4	WUB_TM11_R1_rmphix_fastqc
10-14	3.689044754204988E-5	5.923254957455896E-5	2.2939623365936652E-4	1.2989594204947142E-6	5.27117732836755E-4	WUB_TM11_R1_rmphix_fastqc
15-19	5.4296503776679054E-5	8.573132175265113E-5	3.1694609860071025E-4	2.8577107250883714E-6	7.339120725795134E-4	WUB_TM11_R1_rmphix_fastqc
20-24	7.663860580918813E-5	1.0885279943745705E-4	3.9514345571449206E-4	7.533964638869341E-6	9.147272239123777E-4	WUB_TM11_R1_rmphix_fastqc
25-29	1.285969826289767E-4	1.2781760697667987E-4	4.884087421060126E-4	1.117105101625454E-5	0.0011293153201781044	WUB_TM11_R1_rmphix_fastqc
30-34	2.244601878614866E-4	1.5119887654558472E-4	5.795956934247415E-4	1.1690634784452428E-5	0.001318443811802135	WUB_TM11_R1_rmphix_fastqc
35-39	3.709828104932904E-4	1.699038922007086E-4	6.645476395250958E-4	1.2729802320848198E-5	0.001517444395021925	WUB_TM11_R1_rmphix_fastqc
40-44	5.63488596610607E-4	1.8575119713074413E-4	7.445635398275702E-4	1.4028761741342914E-5	0.0017515168825950726	WUB_TM11_R1_rmphix_fastqc
45-49	7.798952360650263E-4	2.0367683713357117E-4	8.26657775202836E-4	1.558751304593657E-5	0.001977795613645252	WUB_TM11_R1_rmphix_fastqc
50-54	0.0010386479526275736	2.22641644672794E-4	9.066736755053105E-4	1.6886472466431284E-5	0.002190045582954088	WUB_TM11_R1_rmphix_fastqc
55-59	0.001330394238470686	2.3589103076184008E-4	0.001008771885956195	1.9484391307420713E-5	0.002398138882117341	WUB_TM11_R1_rmphix_fastqc
60-64	0.0016517567991010784	2.5641458960565656E-4	0.0010921650807519557	2.0783350727915427E-5	0.002594541546496142	WUB_TM11_R1_rmphix_fastqc
65-69	0.0020157252287236974	2.805752348268583E-4	0.0011716613972862322	2.286168580070697E-5	0.00278912566768625	WUB_TM11_R1_rmphix_fastqc
70-74	0.00242048098414985	3.010987936706747E-4	0.0012490793787477172	2.3381269568904855E-5	0.0029753964485851924	WUB_TM11_R1_rmphix_fastqc
75-79	0.0028145852723279463	3.1512755541201765E-4	0.0013441632083279302	2.4160645221201685E-5	0.0031572507674544523	WUB_TM11_R1_rmphix_fastqc
80-84	0.0032681819019647006	3.359109061399331E-4	0.0014387274541399456	2.597918840989428E-5	0.003351315304876362	WUB_TM11_R1_rmphix_fastqc
85-89	0.003725155826094741	3.611107188975305E-4	0.0015397864970544343	2.7278147830388998E-5	0.0035521344312848453	WUB_TM11_R1_rmphix_fastqc
90-94	0.00419226163370464	3.7436010498657663E-4	0.001630713656489064	2.961627478727948E-5	0.0037461989687067555	WUB_TM11_R1_rmphix_fastqc
95-99	0.004623256369424787	3.980011664395804E-4	0.0017024162165003725	2.9876066671378423E-5	0.00391480390148697	WUB_TM11_R1_rmphix_fastqc
100-104	0.005025673997894049	4.138484713696159E-4	0.0017907454570940129	3.117502609187314E-5	0.004095619052819834	WUB_TM11_R1_rmphix_fastqc
105-109	0.005307548192141402	4.2969577629965147E-4	0.0018593305144961338	3.247398551236785E-5	0.004281110458066478	WUB_TM11_R1_rmphix_fastqc
110-114	0.005455629566077799	4.4684204065018165E-4	0.0019359691203053218	3.247398551236785E-5	0.004479591457518072	WUB_TM11_R1_rmphix_fastqc
115-119	0.005559026735949178	4.6606664007350343E-4	0.002032092117421931	3.2993569280565736E-5	0.004673136411171784	WUB_TM11_R1_rmphix_fastqc
120-124	0.005639042636251653	4.787964423943516E-4	0.002111588433956207	3.533169623745623E-5	0.004864862821636803	WUB_TM11_R1_rmphix_fastqc
125-129	0.005698015393942113	4.951633310925851E-4	0.002191084750490484	3.844919884664354E-5	0.005031389419344226	WUB_TM11_R1_rmphix_fastqc
130-134	0.0057681592026488275	5.13348762979511E-4	0.002264605853690485	3.8968782614841426E-5	0.005223635413577444	WUB_TM11_R1_rmphix_fastqc
135-139	0.005847915311067203	5.323135705187339E-4	0.002335529038049496	3.8968782614841426E-5	0.005420038077956244	WUB_TM11_R1_rmphix_fastqc
140	0.005899873687886992	5.403671189258011E-4	0.002395281171392253	3.8968782614841426E-5	0.005520577537102535	WUB_TM11_R1_rmphix_fastqc
1	1.2989594204947142E-6	2.5979188409894284E-6	1.6886472466431284E-5	0.0	5.585525508127271E-5	WUB_TM11_R2_rmphix_fastqc
2	2.5979188409894284E-6	9.092715943463E-6	3.377294493286257E-5	0.0	7.144276812720928E-5	WUB_TM11_R2_rmphix_fastqc
3	2.5979188409894284E-6	1.558751304593657E-5	5.4556295660777996E-5	0.0	1.1690634784452427E-4	WUB_TM11_R2_rmphix_fastqc
4	5.195837681978857E-6	1.9484391307420713E-5	7.40406869681987E-5	0.0	1.5327721161837628E-4	WUB_TM11_R2_rmphix_fastqc
5	9.092715943463E-6	3.117502609187314E-5	9.612299711660884E-5	0.0	1.9484391307420714E-4	WUB_TM11_R2_rmphix_fastqc
6	9.092715943463E-6	3.507190435335728E-5	1.1430842900353485E-4	1.2989594204947142E-6	2.208231014841014E-4	WUB_TM11_R2_rmphix_fastqc
7	1.1690634784452428E-5	3.6370863773852E-5	1.298959420494714E-4	2.5979188409894284E-6	2.662866812014164E-4	WUB_TM11_R2_rmphix_fastqc
8	1.2989594204947142E-5	4.1566701455830854E-5	1.4028761741342912E-4	2.5979188409894284E-6	3.0655442323675256E-4	WUB_TM11_R2_rmphix_fastqc
9	1.2989594204947142E-5	4.676253913780971E-5	1.6236992756183926E-4	2.5979188409894284E-6	3.5461592179505697E-4	WUB_TM11_R2_rmphix_fastqc
10-14	1.5067929277738683E-5	6.442838725653783E-5	2.1173038554063843E-4	3.6370863773851996E-6	4.910066609470019E-4	WUB_TM11_R2_rmphix_fastqc
15-19	2.5979188409894287E-5	8.625090552084901E-5	2.9694212352509165E-4	5.715421450176743E-6	7.188441433017748E-4	WUB_TM11_R2_rmphix_fastqc
20-24	5.4296503776679054E-5	1.062548805964676E-4	3.738405212183787E-4	7.533964638869341E-6	9.019974215915296E-4	WUB_TM11_R2_rmphix_fastqc
25-29	1.0677446436466549E-4	1.3846907422473652E-4	4.598316348551288E-4	1.2729802320848198E-5	0.0011137278071321679	WUB_TM11_R2_rmphix_fastqc
30-34	2.2939623365936652E-4	1.6470805451872974E-4	5.450433728395821E-4	1.298959420494714E-5	0.0013233798576000148	WUB_TM11_R2_rmphix_fastqc
35-39	4.1722576586290214E-4	1.958830806106029E-4	6.45323040101774E-4	1.5067929277738683E-5	0.0015252381515448935	WUB_TM11_R2_rmphix_fastqc
40-44	6.900072441667922E-4	2.145880962657268E-4	7.588520934530121E-4	1.6886472466431284E-5	0.001745541669260797	WUB_TM11_R2_rmphix_fastqc
45-49	0.0010030564645060185	2.3381269568904854E-4	8.40946328828278E-4	1.7146264350530227E-5	0.0019549339278445445	WUB_TM11_R2_rmphix_fastqc
50-54	0.0014218409816735141	2.535568788805682E-4	9.103107618826957E-4	2.026376695971754E-5	0.002138087206134299	WUB_TM11_R2_rmphix_fastqc
55-59	0.001862967600873519	2.7382064584028574E-4	9.942235404466543E-4	2.260189391660803E-5	0.002331891951672111	WUB_TM11_R2_rmphix_fastqc
60-64	0.002393722420087659	2.961627478727948E-4	0.0010734600650968316	2.3900853337102743E-5	0.0025433625453286503	WUB_TM11_R2_rmphix_fastqc
65-69	0.0030011158451109876	3.1512755541201765E-4	0.0011576326355448893	2.5719396525795338E-5	0.002758470225362575	WUB_TM11_R2_rmphix_fastqc
70-74	0.0037319104150813137	3.403273681696151E-4	0.0012386877033837595	2.597918840989428E-5	0.003013845647431836	WUB_TM11_R2_rmphix_fastqc
75-79	0.004510766483609945	3.559148812155517E-4	0.0013145469335406508	2.623898029399323E-5	0.003218042068333605	WUB_TM11_R2_rmphix_fastqc
80-84	0.00545043372839582	3.7202197802968615E-4	0.001412488473845952	2.7278147830388998E-5	0.0034256157837286604	WUB_TM11_R2_rmphix_fastqc
85-89	0.006461024157540708	3.8942803426431533E-4	0.0015075723034261653	2.935648290318054E-5	0.003618900945498274	WUB_TM11_R2_rmphix_fastqc
90-94	0.007676850175123762	4.0553513107844974E-4	0.001586029452424046	2.9876066671378423E-5	0.003810887147847392	WUB_TM11_R2_rmphix_fastqc
95-99	0.009052707993311761	4.1852472528339685E-4	0.0016600701393922445	2.9876066671378423E-5	0.00400313314208061	WUB_TM11_R2_rmphix_fastqc
100-104	0.010451947081068669	4.3385244644523455E-4	0.0017374881208537297	3.195440174416997E-5	0.004194339968777432	WUB_TM11_R2_rmphix_fastqc
105-109	0.011972249186815682	4.5255746210035844E-4	0.0018190627724607978	3.247398551236785E-5	0.004384247836053759	WUB_TM11_R2_rmphix_fastqc
110-114	0.013555680720398738	4.743799803646696E-4	0.001899078672763272	3.351315304876363E-5	0.004599615307971783	WUB_TM11_R2_rmphix_fastqc
115-119	0.01509806513629416	4.881489502219136E-4	0.001968183313933591	3.948836638303931E-5	0.004842780511488393	WUB_TM11_R2_rmphix_fastqc
120-124	0.015808855731188873	5.102312603703237E-4	0.002080413407864334	4.0267742035336137E-5	0.005033467754417017	WUB_TM11_R2_rmphix_fastqc
125-129	0.01613073787558746	5.216621032706772E-4	0.0021653653539646885	4.0267742035336137E-5	0.005247536266914546	WUB_TM11_R2_rmphix_fastqc
130-134	0.016507176315646827	5.325733624028328E-4	0.0022469400055717564	4.0267742035336137E-5	0.005476672708689814	WUB_TM11_R2_rmphix_fastqc
135-139	0.0170051973574645	5.502392105215609E-4	0.002318902357467164	4.078732580353402E-5	0.005670477454227625	WUB_TM11_R2_rmphix_fastqc
140	0.01733980930418394	5.598515102332218E-4	0.0023641061453003797	4.1566701455830854E-5	0.005785565258883457	WUB_TM11_R2_rmphix_fastqc
1	1.0971254091768397E-5	3.134644026219542E-6	3.448108428841496E-5	0.0	4.8586982406402896E-5	WUB_TM12_R1_rmphix_fastqc
2	1.2538576104878168E-5	7.836610065548855E-6	5.172162643262244E-5	0.0	7.052949058993969E-5	WUB_TM12_R1_rmphix_fastqc
3	1.2538576104878168E-5	1.0971254091768397E-5	6.896216857682993E-5	0.0	1.1127986293079373E-4	WUB_TM12_R1_rmphix_fastqc
4	1.2538576104878168E-5	1.4105898117987938E-5	8.306806669481787E-5	3.134644026219542E-6	1.8807864157317252E-4	WUB_TM12_R1_rmphix_fastqc
5	1.724054214420748E-5	2.1942508183536794E-5	8.777003273414717E-5	3.134644026219542E-6	2.1315579378292885E-4	WUB_TM12_R1_rmphix_fastqc
6	1.8807864157317252E-5	2.3509830196646564E-5	1.0657789689146442E-4	3.134644026219542E-6	2.5233884411067313E-4	WUB_TM12_R1_rmphix_fastqc
7	2.3509830196646564E-5	2.6644474222866106E-5	1.1911647299634259E-4	3.134644026219542E-6	2.930892164515272E-4	WUB_TM12_R1_rmphix_fastqc
8	2.3509830196646564E-5	2.9779118249085647E-5	1.347896931274403E-4	3.134644026219542E-6	3.2130101268750303E-4	WUB_TM12_R1_rmphix_fastqc
9	2.3509830196646564E-5	3.134644026219542E-5	1.5829952332408687E-4	4.701966039329313E-6	3.573494189890278E-4	WUB_TM12_R1_rmphix_fastqc
10-14	3.165990466481737E-5	4.5138873977561404E-5	1.9403446522298963E-4	4.701966039329313E-6	5.078123322475658E-4	WUB_TM12_R1_rmphix_fastqc
15-19	4.325808756182968E-5	7.021602618731773E-5	2.8619299959384417E-4	5.328894844573221E-6	7.482395290586046E-4	WUB_TM12_R1_rmphix_fastqc
20-24	6.42602025375006E-5	9.278546317609843E-5	3.7615728314634503E-4	1.0030860883902536E-5	9.601414652310456E-4	WUB_TM12_R1_rmphix_fastqc
25-29	9.466624959183017E-5	1.238184390356719E-4	4.733312479591508E-4	1.0971254091768397E-5	0.0011877166215345843	WUB_TM12_R1_rmphix_fastqc
30-34	1.457609472192087E-4	1.4732826923231844E-4	5.67684033148359E-4	1.1284718494390351E-5	0.0013764221919130007	WUB_TM12_R1_rmphix_fastqc
35-39	2.2161933265372162E-4	1.601803097398186E-4	6.557675302851281E-4	1.253857610487817E-5	0.0015682624063176366	WUB_TM12_R1_rmphix_fastqc
40-44	3.2067408388225917E-4	1.890190347810384E-4	7.46045278240251E-4	1.347896931274403E-5	0.0017798508780874558	WUB_TM12_R1_rmphix_fastqc
45-49	4.2035576391604053E-4	2.2099240384847768E-4	8.457269582740325E-4	1.4105898117987937E-5	0.0020086798920014824	WUB_TM12_R1_rmphix_fastqc
50-54	5.570262434592126E-4	2.432483764346364E-4	9.363181706317772E-4	1.567322013109771E-5	0.0022074163232638014	WUB_TM12_R1_rmphix_fastqc
55-59	7.037275838862871E-4	2.60175454176222E-4	0.0010143708068846436	1.567322013109771E-5	0.002409600862954962	WUB_TM12_R1_rmphix_fastqc
60-64	8.817753645755571E-4	2.7428135229420994E-4	0.0011131120937105591	1.5986684533719665E-5	0.002618681619503805	WUB_TM12_R1_rmphix_fastqc
65-69	0.0010927369075401324	2.9277575204890525E-4	0.0012074648788997677	1.8494399754695298E-5	0.0028174180507661243	WUB_TM12_R1_rmphix_fastqc
70-74	0.0012852040507500121	3.115836162062225E-4	0.0012968022336470246	2.0375186170427023E-5	0.003036216203796248	WUB_TM12_R1_rmphix_fastqc
75-79	0.001531273606808246	3.394819480395764E-4	0.0013917819476414767	2.6331009820244152E-5	0.003248745068773933	WUB_TM12_R1_rmphix_fastqc
