Quality	Count	Library
23	19963.0	WUB_TM15_S145_L003_R2_001_fastqc
24	22980.0	WUB_TM15_S145_L003_R2_001_fastqc
25	27329.0	WUB_TM15_S145_L003_R2_001_fastqc
26	30957.0	WUB_TM15_S145_L003_R2_001_fastqc
27	36500.0	WUB_TM15_S145_L003_R2_001_fastqc
28	42584.0	WUB_TM15_S145_L003_R2_001_fastqc
29	52865.0	WUB_TM15_S145_L003_R2_001_fastqc
30	66027.0	WUB_TM15_S145_L003_R2_001_fastqc
31	88752.0	WUB_TM15_S145_L003_R2_001_fastqc
32	122912.0	WUB_TM15_S145_L003_R2_001_fastqc
33	193930.0	WUB_TM15_S145_L003_R2_001_fastqc
34	349115.0	WUB_TM15_S145_L003_R2_001_fastqc
35	919141.0	WUB_TM15_S145_L003_R2_001_fastqc
36	1.1965E7	WUB_TM15_S145_L003_R2_001_fastqc
37	8364479.0	WUB_TM15_S145_L003_R2_001_fastqc
13	2.0	WUB_TM16_S146_L003_R1_001_fastqc
14	21.0	WUB_TM16_S146_L003_R1_001_fastqc
15	92.0	WUB_TM16_S146_L003_R1_001_fastqc
16	235.0	WUB_TM16_S146_L003_R1_001_fastqc
17	385.0	WUB_TM16_S146_L003_R1_001_fastqc
18	647.0	WUB_TM16_S146_L003_R1_001_fastqc
19	1043.0	WUB_TM16_S146_L003_R1_001_fastqc
20	1584.0	WUB_TM16_S146_L003_R1_001_fastqc
21	2653.0	WUB_TM16_S146_L003_R1_001_fastqc
22	4179.0	WUB_TM16_S146_L003_R1_001_fastqc
23	6190.0	WUB_TM16_S146_L003_R1_001_fastqc
24	8541.0	WUB_TM16_S146_L003_R1_001_fastqc
25	11287.0	WUB_TM16_S146_L003_R1_001_fastqc
26	15803.0	WUB_TM16_S146_L003_R1_001_fastqc
27	22230.0	WUB_TM16_S146_L003_R1_001_fastqc
28	30964.0	WUB_TM16_S146_L003_R1_001_fastqc
29	42932.0	WUB_TM16_S146_L003_R1_001_fastqc
30	58043.0	WUB_TM16_S146_L003_R1_001_fastqc
31	82168.0	WUB_TM16_S146_L003_R1_001_fastqc
32	117772.0	WUB_TM16_S146_L003_R1_001_fastqc
33	184274.0	WUB_TM16_S146_L003_R1_001_fastqc
34	322418.0	WUB_TM16_S146_L003_R1_001_fastqc
35	729451.0	WUB_TM16_S146_L003_R1_001_fastqc
36	7729347.0	WUB_TM16_S146_L003_R1_001_fastqc
37	9532689.0	WUB_TM16_S146_L003_R1_001_fastqc
9	1.0	WUB_TM16_S146_L003_R2_001_fastqc
10	2.0	WUB_TM16_S146_L003_R2_001_fastqc
11	155.0	WUB_TM16_S146_L003_R2_001_fastqc
12	2305.0	WUB_TM16_S146_L003_R2_001_fastqc
13	5373.0	WUB_TM16_S146_L003_R2_001_fastqc
14	5176.0	WUB_TM16_S146_L003_R2_001_fastqc
15	4002.0	WUB_TM16_S146_L003_R2_001_fastqc
16	3056.0	WUB_TM16_S146_L003_R2_001_fastqc
17	3000.0	WUB_TM16_S146_L003_R2_001_fastqc
18	3270.0	WUB_TM16_S146_L003_R2_001_fastqc
19	4412.0	WUB_TM16_S146_L003_R2_001_fastqc
20	6944.0	WUB_TM16_S146_L003_R2_001_fastqc
21	10791.0	WUB_TM16_S146_L003_R2_001_fastqc
22	14805.0	WUB_TM16_S146_L003_R2_001_fastqc
23	18392.0	WUB_TM16_S146_L003_R2_001_fastqc
24	21719.0	WUB_TM16_S146_L003_R2_001_fastqc
25	25602.0	WUB_TM16_S146_L003_R2_001_fastqc
26	29377.0	WUB_TM16_S146_L003_R2_001_fastqc
27	34095.0	WUB_TM16_S146_L003_R2_001_fastqc
28	39925.0	WUB_TM16_S146_L003_R2_001_fastqc
29	49258.0	WUB_TM16_S146_L003_R2_001_fastqc
30	61627.0	WUB_TM16_S146_L003_R2_001_fastqc
31	82242.0	WUB_TM16_S146_L003_R2_001_fastqc
32	114018.0	WUB_TM16_S146_L003_R2_001_fastqc
33	180213.0	WUB_TM16_S146_L003_R2_001_fastqc
34	324351.0	WUB_TM16_S146_L003_R2_001_fastqc
35	852367.0	WUB_TM16_S146_L003_R2_001_fastqc
36	1.0308011E7	WUB_TM16_S146_L003_R2_001_fastqc
37	6700461.0	WUB_TM16_S146_L003_R2_001_fastqc
12	1.0	WUB_TM17_S147_L003_R1_001_fastqc
13	2.0	WUB_TM17_S147_L003_R1_001_fastqc
14	11.0	WUB_TM17_S147_L003_R1_001_fastqc
15	90.0	WUB_TM17_S147_L003_R1_001_fastqc
16	221.0	WUB_TM17_S147_L003_R1_001_fastqc
17	385.0	WUB_TM17_S147_L003_R1_001_fastqc
18	604.0	WUB_TM17_S147_L003_R1_001_fastqc
19	900.0	WUB_TM17_S147_L003_R1_001_fastqc
20	1390.0	WUB_TM17_S147_L003_R1_001_fastqc
21	2233.0	WUB_TM17_S147_L003_R1_001_fastqc
22	3752.0	WUB_TM17_S147_L003_R1_001_fastqc
23	5518.0	WUB_TM17_S147_L003_R1_001_fastqc
24	7252.0	WUB_TM17_S147_L003_R1_001_fastqc
25	10007.0	WUB_TM17_S147_L003_R1_001_fastqc
26	13370.0	WUB_TM17_S147_L003_R1_001_fastqc
27	18888.0	WUB_TM17_S147_L003_R1_001_fastqc
28	25840.0	WUB_TM17_S147_L003_R1_001_fastqc
29	36534.0	WUB_TM17_S147_L003_R1_001_fastqc
30	49670.0	WUB_TM17_S147_L003_R1_001_fastqc
31	70410.0	WUB_TM17_S147_L003_R1_001_fastqc
32	100923.0	WUB_TM17_S147_L003_R1_001_fastqc
33	158902.0	WUB_TM17_S147_L003_R1_001_fastqc
34	270978.0	WUB_TM17_S147_L003_R1_001_fastqc
35	620812.0	WUB_TM17_S147_L003_R1_001_fastqc
36	6553115.0	WUB_TM17_S147_L003_R1_001_fastqc
37	7887567.0	WUB_TM17_S147_L003_R1_001_fastqc
10	1.0	WUB_TM17_S147_L003_R2_001_fastqc
11	227.0	WUB_TM17_S147_L003_R2_001_fastqc
12	2869.0	WUB_TM17_S147_L003_R2_001_fastqc
13	6595.0	WUB_TM17_S147_L003_R2_001_fastqc
14	6383.0	WUB_TM17_S147_L003_R2_001_fastqc
15	5177.0	WUB_TM17_S147_L003_R2_001_fastqc
16	4055.0	WUB_TM17_S147_L003_R2_001_fastqc
17	3864.0	WUB_TM17_S147_L003_R2_001_fastqc
18	4107.0	WUB_TM17_S147_L003_R2_001_fastqc
19	5269.0	WUB_TM17_S147_L003_R2_001_fastqc
20	7733.0	WUB_TM17_S147_L003_R2_001_fastqc
21	11832.0	WUB_TM17_S147_L003_R2_001_fastqc
22	15332.0	WUB_TM17_S147_L003_R2_001_fastqc
23	18621.0	WUB_TM17_S147_L003_R2_001_fastqc
24	21137.0	WUB_TM17_S147_L003_R2_001_fastqc
25	24882.0	WUB_TM17_S147_L003_R2_001_fastqc
26	27884.0	WUB_TM17_S147_L003_R2_001_fastqc
27	32632.0	WUB_TM17_S147_L003_R2_001_fastqc
28	38097.0	WUB_TM17_S147_L003_R2_001_fastqc
29	46888.0	WUB_TM17_S147_L003_R2_001_fastqc
30	59315.0	WUB_TM17_S147_L003_R2_001_fastqc
31	78340.0	WUB_TM17_S147_L003_R2_001_fastqc
32	108673.0	WUB_TM17_S147_L003_R2_001_fastqc
33	170320.0	WUB_TM17_S147_L003_R2_001_fastqc
34	305691.0	WUB_TM17_S147_L003_R2_001_fastqc
35	783333.0	WUB_TM17_S147_L003_R2_001_fastqc
36	8704430.0	WUB_TM17_S147_L003_R2_001_fastqc
37	5345688.0	WUB_TM17_S147_L003_R2_001_fastqc
13	3.0	WUB_TM18_S148_L003_R1_001_fastqc
14	14.0	WUB_TM18_S148_L003_R1_001_fastqc
15	69.0	WUB_TM18_S148_L003_R1_001_fastqc
16	167.0	WUB_TM18_S148_L003_R1_001_fastqc
17	328.0	WUB_TM18_S148_L003_R1_001_fastqc
18	571.0	WUB_TM18_S148_L003_R1_001_fastqc
19	903.0	WUB_TM18_S148_L003_R1_001_fastqc
20	1367.0	WUB_TM18_S148_L003_R1_001_fastqc
21	2183.0	WUB_TM18_S148_L003_R1_001_fastqc
22	3445.0	WUB_TM18_S148_L003_R1_001_fastqc
23	5240.0	WUB_TM18_S148_L003_R1_001_fastqc
24	6742.0	WUB_TM18_S148_L003_R1_001_fastqc
25	9276.0	WUB_TM18_S148_L003_R1_001_fastqc
26	12466.0	WUB_TM18_S148_L003_R1_001_fastqc
27	17497.0	WUB_TM18_S148_L003_R1_001_fastqc
28	24214.0	WUB_TM18_S148_L003_R1_001_fastqc
29	33970.0	WUB_TM18_S148_L003_R1_001_fastqc
30	45648.0	WUB_TM18_S148_L003_R1_001_fastqc
31	64379.0	WUB_TM18_S148_L003_R1_001_fastqc
32	91046.0	WUB_TM18_S148_L003_R1_001_fastqc
33	144226.0	WUB_TM18_S148_L003_R1_001_fastqc
34	248716.0	WUB_TM18_S148_L003_R1_001_fastqc
35	569063.0	WUB_TM18_S148_L003_R1_001_fastqc
36	5933028.0	WUB_TM18_S148_L003_R1_001_fastqc
37	7506892.0	WUB_TM18_S148_L003_R1_001_fastqc
10	1.0	WUB_TM18_S148_L003_R2_001_fastqc
11	148.0	WUB_TM18_S148_L003_R2_001_fastqc
12	2438.0	WUB_TM18_S148_L003_R2_001_fastqc
13	5506.0	WUB_TM18_S148_L003_R2_001_fastqc
14	5443.0	WUB_TM18_S148_L003_R2_001_fastqc
15	4420.0	WUB_TM18_S148_L003_R2_001_fastqc
16	3428.0	WUB_TM18_S148_L003_R2_001_fastqc
17	3204.0	WUB_TM18_S148_L003_R2_001_fastqc
18	3175.0	WUB_TM18_S148_L003_R2_001_fastqc
19	4416.0	WUB_TM18_S148_L003_R2_001_fastqc
20	6717.0	WUB_TM18_S148_L003_R2_001_fastqc
21	10176.0	WUB_TM18_S148_L003_R2_001_fastqc
22	13327.0	WUB_TM18_S148_L003_R2_001_fastqc
23	16247.0	WUB_TM18_S148_L003_R2_001_fastqc
24	18732.0	WUB_TM18_S148_L003_R2_001_fastqc
25	22029.0	WUB_TM18_S148_L003_R2_001_fastqc
26	24657.0	WUB_TM18_S148_L003_R2_001_fastqc
27	29167.0	WUB_TM18_S148_L003_R2_001_fastqc
28	33128.0	WUB_TM18_S148_L003_R2_001_fastqc
29	41455.0	WUB_TM18_S148_L003_R2_001_fastqc
30	51764.0	WUB_TM18_S148_L003_R2_001_fastqc
31	68728.0	WUB_TM18_S148_L003_R2_001_fastqc
32	95219.0	WUB_TM18_S148_L003_R2_001_fastqc
33	150852.0	WUB_TM18_S148_L003_R2_001_fastqc
34	268476.0	WUB_TM18_S148_L003_R2_001_fastqc
35	700610.0	WUB_TM18_S148_L003_R2_001_fastqc
36	8114611.0	WUB_TM18_S148_L003_R2_001_fastqc
37	5023379.0	WUB_TM18_S148_L003_R2_001_fastqc
13	2.0	WUB_TM19_S149_L003_R1_001_fastqc
14	20.0	WUB_TM19_S149_L003_R1_001_fastqc
15	102.0	WUB_TM19_S149_L003_R1_001_fastqc
16	217.0	WUB_TM19_S149_L003_R1_001_fastqc
17	398.0	WUB_TM19_S149_L003_R1_001_fastqc
18	621.0	WUB_TM19_S149_L003_R1_001_fastqc
19	960.0	WUB_TM19_S149_L003_R1_001_fastqc
20	1390.0	WUB_TM19_S149_L003_R1_001_fastqc
21	2478.0	WUB_TM19_S149_L003_R1_001_fastqc
22	3914.0	WUB_TM19_S149_L003_R1_001_fastqc
23	5993.0	WUB_TM19_S149_L003_R1_001_fastqc
24	7900.0	WUB_TM19_S149_L003_R1_001_fastqc
25	10736.0	WUB_TM19_S149_L003_R1_001_fastqc
26	14411.0	WUB_TM19_S149_L003_R1_001_fastqc
27	20511.0	WUB_TM19_S149_L003_R1_001_fastqc
28	28638.0	WUB_TM19_S149_L003_R1_001_fastqc
29	39897.0	WUB_TM19_S149_L003_R1_001_fastqc
30	54095.0	WUB_TM19_S149_L003_R1_001_fastqc
31	76185.0	WUB_TM19_S149_L003_R1_001_fastqc
32	108089.0	WUB_TM19_S149_L003_R1_001_fastqc
33	170217.0	WUB_TM19_S149_L003_R1_001_fastqc
34	293589.0	WUB_TM19_S149_L003_R1_001_fastqc
35	673066.0	WUB_TM19_S149_L003_R1_001_fastqc
36	7225415.0	WUB_TM19_S149_L003_R1_001_fastqc
37	9466427.0	WUB_TM19_S149_L003_R1_001_fastqc
9	1.0	WUB_TM19_S149_L003_R2_001_fastqc
10	0.0	WUB_TM19_S149_L003_R2_001_fastqc
11	79.0	WUB_TM19_S149_L003_R2_001_fastqc
12	1379.0	WUB_TM19_S149_L003_R2_001_fastqc
13	3498.0	WUB_TM19_S149_L003_R2_001_fastqc
14	3726.0	WUB_TM19_S149_L003_R2_001_fastqc
15	3369.0	WUB_TM19_S149_L003_R2_001_fastqc
16	2914.0	WUB_TM19_S149_L003_R2_001_fastqc
17	2826.0	WUB_TM19_S149_L003_R2_001_fastqc
18	3190.0	WUB_TM19_S149_L003_R2_001_fastqc
19	4290.0	WUB_TM19_S149_L003_R2_001_fastqc
20	6650.0	WUB_TM19_S149_L003_R2_001_fastqc
21	10107.0	WUB_TM19_S149_L003_R2_001_fastqc
22	13538.0	WUB_TM19_S149_L003_R2_001_fastqc
23	16841.0	WUB_TM19_S149_L003_R2_001_fastqc
24	19681.0	WUB_TM19_S149_L003_R2_001_fastqc
25	23148.0	WUB_TM19_S149_L003_R2_001_fastqc
26	26525.0	WUB_TM19_S149_L003_R2_001_fastqc
27	30869.0	WUB_TM19_S149_L003_R2_001_fastqc
28	36614.0	WUB_TM19_S149_L003_R2_001_fastqc
29	45230.0	WUB_TM19_S149_L003_R2_001_fastqc
30	56131.0	WUB_TM19_S149_L003_R2_001_fastqc
31	75172.0	WUB_TM19_S149_L003_R2_001_fastqc
32	104353.0	WUB_TM19_S149_L003_R2_001_fastqc
33	163429.0	WUB_TM19_S149_L003_R2_001_fastqc
34	293172.0	WUB_TM19_S149_L003_R2_001_fastqc
35	760761.0	WUB_TM19_S149_L003_R2_001_fastqc
36	9633440.0	WUB_TM19_S149_L003_R2_001_fastqc
37	6864338.0	WUB_TM19_S149_L003_R2_001_fastqc
13	6.0	WUB_TM20_S150_L003_R1_001_fastqc
14	18.0	WUB_TM20_S150_L003_R1_001_fastqc
15	68.0	WUB_TM20_S150_L003_R1_001_fastqc
16	175.0	WUB_TM20_S150_L003_R1_001_fastqc
17	333.0	WUB_TM20_S150_L003_R1_001_fastqc
18	556.0	WUB_TM20_S150_L003_R1_001_fastqc
19	855.0	WUB_TM20_S150_L003_R1_001_fastqc
20	1308.0	WUB_TM20_S150_L003_R1_001_fastqc
21	2253.0	WUB_TM20_S150_L003_R1_001_fastqc
22	3552.0	WUB_TM20_S150_L003_R1_001_fastqc
23	5483.0	WUB_TM20_S150_L003_R1_001_fastqc
24	7088.0	WUB_TM20_S150_L003_R1_001_fastqc
25	9413.0	WUB_TM20_S150_L003_R1_001_fastqc
26	12685.0	WUB_TM20_S150_L003_R1_001_fastqc
27	18324.0	WUB_TM20_S150_L003_R1_001_fastqc
28	25156.0	WUB_TM20_S150_L003_R1_001_fastqc
29	35398.0	WUB_TM20_S150_L003_R1_001_fastqc
30	48634.0	WUB_TM20_S150_L003_R1_001_fastqc
31	69756.0	WUB_TM20_S150_L003_R1_001_fastqc
32	98943.0	WUB_TM20_S150_L003_R1_001_fastqc
33	156274.0	WUB_TM20_S150_L003_R1_001_fastqc
34	269143.0	WUB_TM20_S150_L003_R1_001_fastqc
35	613420.0	WUB_TM20_S150_L003_R1_001_fastqc
36	6560174.0	WUB_TM20_S150_L003_R1_001_fastqc
37	8505625.0	WUB_TM20_S150_L003_R1_001_fastqc
11	79.0	WUB_TM20_S150_L003_R2_001_fastqc
12	1078.0	WUB_TM20_S150_L003_R2_001_fastqc
13	2492.0	WUB_TM20_S150_L003_R2_001_fastqc
14	2592.0	WUB_TM20_S150_L003_R2_001_fastqc
15	2092.0	WUB_TM20_S150_L003_R2_001_fastqc
16	1794.0	WUB_TM20_S150_L003_R2_001_fastqc
17	1702.0	WUB_TM20_S150_L003_R2_001_fastqc
18	2175.0	WUB_TM20_S150_L003_R2_001_fastqc
19	3097.0	WUB_TM20_S150_L003_R2_001_fastqc
20	5261.0	WUB_TM20_S150_L003_R2_001_fastqc
21	8625.0	WUB_TM20_S150_L003_R2_001_fastqc
22	12266.0	WUB_TM20_S150_L003_R2_001_fastqc
23	15408.0	WUB_TM20_S150_L003_R2_001_fastqc
24	18208.0	WUB_TM20_S150_L003_R2_001_fastqc
25	21715.0	WUB_TM20_S150_L003_R2_001_fastqc
26	25003.0	WUB_TM20_S150_L003_R2_001_fastqc
27	28887.0	WUB_TM20_S150_L003_R2_001_fastqc
28	34003.0	WUB_TM20_S150_L003_R2_001_fastqc
29	42069.0	WUB_TM20_S150_L003_R2_001_fastqc
30	52192.0	WUB_TM20_S150_L003_R2_001_fastqc
31	70687.0	WUB_TM20_S150_L003_R2_001_fastqc
32	97637.0	WUB_TM20_S150_L003_R2_001_fastqc
33	153498.0	WUB_TM20_S150_L003_R2_001_fastqc
34	273675.0	WUB_TM20_S150_L003_R2_001_fastqc
35	709516.0	WUB_TM20_S150_L003_R2_001_fastqc
36	8699232.0	WUB_TM20_S150_L003_R2_001_fastqc
37	6159657.0	WUB_TM20_S150_L003_R2_001_fastqc
13	5.0	WUB_TM21_S151_L003_R1_001_fastqc
14	20.0	WUB_TM21_S151_L003_R1_001_fastqc
15	89.0	WUB_TM21_S151_L003_R1_001_fastqc
16	235.0	WUB_TM21_S151_L003_R1_001_fastqc
17	486.0	WUB_TM21_S151_L003_R1_001_fastqc
18	782.0	WUB_TM21_S151_L003_R1_001_fastqc
19	1214.0	WUB_TM21_S151_L003_R1_001_fastqc
20	1755.0	WUB_TM21_S151_L003_R1_001_fastqc
21	3003.0	WUB_TM21_S151_L003_R1_001_fastqc
22	4569.0	WUB_TM21_S151_L003_R1_001_fastqc
23	6774.0	WUB_TM21_S151_L003_R1_001_fastqc
24	9124.0	WUB_TM21_S151_L003_R1_001_fastqc
25	11860.0	WUB_TM21_S151_L003_R1_001_fastqc
26	15809.0	WUB_TM21_S151_L003_R1_001_fastqc
27	22645.0	WUB_TM21_S151_L003_R1_001_fastqc
28	30793.0	WUB_TM21_S151_L003_R1_001_fastqc
29	43108.0	WUB_TM21_S151_L003_R1_001_fastqc
30	58336.0	WUB_TM21_S151_L003_R1_001_fastqc
31	82265.0	WUB_TM21_S151_L003_R1_001_fastqc
32	117281.0	WUB_TM21_S151_L003_R1_001_fastqc
33	183367.0	WUB_TM21_S151_L003_R1_001_fastqc
34	313879.0	WUB_TM21_S151_L003_R1_001_fastqc
35	717949.0	WUB_TM21_S151_L003_R1_001_fastqc
36	7744418.0	WUB_TM21_S151_L003_R1_001_fastqc
37	1.0082311E7	WUB_TM21_S151_L003_R1_001_fastqc
11	89.0	WUB_TM21_S151_L003_R2_001_fastqc
12	1416.0	WUB_TM21_S151_L003_R2_001_fastqc
13	3395.0	WUB_TM21_S151_L003_R2_001_fastqc
14	3513.0	WUB_TM21_S151_L003_R2_001_fastqc
15	3119.0	WUB_TM21_S151_L003_R2_001_fastqc
16	2481.0	WUB_TM21_S151_L003_R2_001_fastqc
17	2458.0	WUB_TM21_S151_L003_R2_001_fastqc
18	2872.0	WUB_TM21_S151_L003_R2_001_fastqc
19	4189.0	WUB_TM21_S151_L003_R2_001_fastqc
20	6653.0	WUB_TM21_S151_L003_R2_001_fastqc
21	10379.0	WUB_TM21_S151_L003_R2_001_fastqc
22	14316.0	WUB_TM21_S151_L003_R2_001_fastqc
23	18004.0	WUB_TM21_S151_L003_R2_001_fastqc
24	21307.0	WUB_TM21_S151_L003_R2_001_fastqc
25	25122.0	WUB_TM21_S151_L003_R2_001_fastqc
26	28555.0	WUB_TM21_S151_L003_R2_001_fastqc
27	33477.0	WUB_TM21_S151_L003_R2_001_fastqc
28	39143.0	WUB_TM21_S151_L003_R2_001_fastqc
29	48704.0	WUB_TM21_S151_L003_R2_001_fastqc
30	61271.0	WUB_TM21_S151_L003_R2_001_fastqc
31	81853.0	WUB_TM21_S151_L003_R2_001_fastqc
32	113484.0	WUB_TM21_S151_L003_R2_001_fastqc
33	178404.0	WUB_TM21_S151_L003_R2_001_fastqc
34	321130.0	WUB_TM21_S151_L003_R2_001_fastqc
35	836870.0	WUB_TM21_S151_L003_R2_001_fastqc
36	1.0370536E7	WUB_TM21_S151_L003_R2_001_fastqc
37	7219337.0	WUB_TM21_S151_L003_R2_001_fastqc
13	2.0	WUB_TM22_S152_L003_R1_001_fastqc
14	19.0	WUB_TM22_S152_L003_R1_001_fastqc
15	89.0	WUB_TM22_S152_L003_R1_001_fastqc
16	175.0	WUB_TM22_S152_L003_R1_001_fastqc
17	369.0	WUB_TM22_S152_L003_R1_001_fastqc
18	567.0	WUB_TM22_S152_L003_R1_001_fastqc
19	890.0	WUB_TM22_S152_L003_R1_001_fastqc
20	1356.0	WUB_TM22_S152_L003_R1_001_fastqc
21	2276.0	WUB_TM22_S152_L003_R1_001_fastqc
22	3651.0	WUB_TM22_S152_L003_R1_001_fastqc
23	5411.0	WUB_TM22_S152_L003_R1_001_fastqc
24	7277.0	WUB_TM22_S152_L003_R1_001_fastqc
25	9985.0	WUB_TM22_S152_L003_R1_001_fastqc
26	13275.0	WUB_TM22_S152_L003_R1_001_fastqc
27	18811.0	WUB_TM22_S152_L003_R1_001_fastqc
28	26286.0	WUB_TM22_S152_L003_R1_001_fastqc
29	36270.0	WUB_TM22_S152_L003_R1_001_fastqc
30	49343.0	WUB_TM22_S152_L003_R1_001_fastqc
31	69775.0	WUB_TM22_S152_L003_R1_001_fastqc
32	100322.0	WUB_TM22_S152_L003_R1_001_fastqc
33	161996.0	WUB_TM22_S152_L003_R1_001_fastqc
34	287447.0	WUB_TM22_S152_L003_R1_001_fastqc
35	622147.0	WUB_TM22_S152_L003_R1_001_fastqc
36	6592720.0	WUB_TM22_S152_L003_R1_001_fastqc
37	8137197.0	WUB_TM22_S152_L003_R1_001_fastqc
11	56.0	WUB_TM22_S152_L003_R2_001_fastqc
12	954.0	WUB_TM22_S152_L003_R2_001_fastqc
13	2370.0	WUB_TM22_S152_L003_R2_001_fastqc
14	2522.0	WUB_TM22_S152_L003_R2_001_fastqc
15	2277.0	WUB_TM22_S152_L003_R2_001_fastqc
16	2014.0	WUB_TM22_S152_L003_R2_001_fastqc
17	2027.0	WUB_TM22_S152_L003_R2_001_fastqc
18	2325.0	WUB_TM22_S152_L003_R2_001_fastqc
19	3470.0	WUB_TM22_S152_L003_R2_001_fastqc
20	5531.0	WUB_TM22_S152_L003_R2_001_fastqc
21	9155.0	WUB_TM22_S152_L003_R2_001_fastqc
22	12864.0	WUB_TM22_S152_L003_R2_001_fastqc
23	16129.0	WUB_TM22_S152_L003_R2_001_fastqc
24	19113.0	WUB_TM22_S152_L003_R2_001_fastqc
25	22902.0	WUB_TM22_S152_L003_R2_001_fastqc
26	26108.0	WUB_TM22_S152_L003_R2_001_fastqc
27	31007.0	WUB_TM22_S152_L003_R2_001_fastqc
28	35710.0	WUB_TM22_S152_L003_R2_001_fastqc
29	44911.0	WUB_TM22_S152_L003_R2_001_fastqc
30	56151.0	WUB_TM22_S152_L003_R2_001_fastqc
31	75397.0	WUB_TM22_S152_L003_R2_001_fastqc
32	104067.0	WUB_TM22_S152_L003_R2_001_fastqc
33	163901.0	WUB_TM22_S152_L003_R2_001_fastqc
34	293541.0	WUB_TM22_S152_L003_R2_001_fastqc
35	761648.0	WUB_TM22_S152_L003_R2_001_fastqc
36	8876521.0	WUB_TM22_S152_L003_R2_001_fastqc
37	5574985.0	WUB_TM22_S152_L003_R2_001_fastqc
14	26.0	WUB_TM23_S153_L003_R1_001_fastqc
15	87.0	WUB_TM23_S153_L003_R1_001_fastqc
16	203.0	WUB_TM23_S153_L003_R1_001_fastqc
17	433.0	WUB_TM23_S153_L003_R1_001_fastqc
18	603.0	WUB_TM23_S153_L003_R1_001_fastqc
19	1019.0	WUB_TM23_S153_L003_R1_001_fastqc
20	1528.0	WUB_TM23_S153_L003_R1_001_fastqc
21	2433.0	WUB_TM23_S153_L003_R1_001_fastqc
22	4079.0	WUB_TM23_S153_L003_R1_001_fastqc
23	5958.0	WUB_TM23_S153_L003_R1_001_fastqc
24	7900.0	WUB_TM23_S153_L003_R1_001_fastqc
25	10721.0	WUB_TM23_S153_L003_R1_001_fastqc
26	14460.0	WUB_TM23_S153_L003_R1_001_fastqc
27	20404.0	WUB_TM23_S153_L003_R1_001_fastqc
28	28533.0	WUB_TM23_S153_L003_R1_001_fastqc
29	39391.0	WUB_TM23_S153_L003_R1_001_fastqc
30	53167.0	WUB_TM23_S153_L003_R1_001_fastqc
31	74740.0	WUB_TM23_S153_L003_R1_001_fastqc
32	106461.0	WUB_TM23_S153_L003_R1_001_fastqc
33	166812.0	WUB_TM23_S153_L003_R1_001_fastqc
34	285041.0	WUB_TM23_S153_L003_R1_001_fastqc
35	649819.0	WUB_TM23_S153_L003_R1_001_fastqc
36	7109974.0	WUB_TM23_S153_L003_R1_001_fastqc
37	8939813.0	WUB_TM23_S153_L003_R1_001_fastqc
11	179.0	WUB_TM23_S153_L003_R2_001_fastqc
12	2356.0	WUB_TM23_S153_L003_R2_001_fastqc
13	5344.0	WUB_TM23_S153_L003_R2_001_fastqc
14	5445.0	WUB_TM23_S153_L003_R2_001_fastqc
15	4343.0	WUB_TM23_S153_L003_R2_001_fastqc
16	3356.0	WUB_TM23_S153_L003_R2_001_fastqc
17	3155.0	WUB_TM23_S153_L003_R2_001_fastqc
18	3495.0	WUB_TM23_S153_L003_R2_001_fastqc
19	4494.0	WUB_TM23_S153_L003_R2_001_fastqc
20	6988.0	WUB_TM23_S153_L003_R2_001_fastqc
21	10949.0	WUB_TM23_S153_L003_R2_001_fastqc
22	14646.0	WUB_TM23_S153_L003_R2_001_fastqc
23	18522.0	WUB_TM23_S153_L003_R2_001_fastqc
24	21331.0	WUB_TM23_S153_L003_R2_001_fastqc
25	25255.0	WUB_TM23_S153_L003_R2_001_fastqc
26	29062.0	WUB_TM23_S153_L003_R2_001_fastqc
27	33728.0	WUB_TM23_S153_L003_R2_001_fastqc
28	39115.0	WUB_TM23_S153_L003_R2_001_fastqc
29	48674.0	WUB_TM23_S153_L003_R2_001_fastqc
30	60442.0	WUB_TM23_S153_L003_R2_001_fastqc
31	81228.0	WUB_TM23_S153_L003_R2_001_fastqc
32	111839.0	WUB_TM23_S153_L003_R2_001_fastqc
33	176734.0	WUB_TM23_S153_L003_R2_001_fastqc
34	316468.0	WUB_TM23_S153_L003_R2_001_fastqc
35	820487.0	WUB_TM23_S153_L003_R2_001_fastqc
36	9608799.0	WUB_TM23_S153_L003_R2_001_fastqc
37	6067171.0	WUB_TM23_S153_L003_R2_001_fastqc
13	2.0	WUB_TM24_S154_L003_R1_001_fastqc
14	22.0	WUB_TM24_S154_L003_R1_001_fastqc
15	119.0	WUB_TM24_S154_L003_R1_001_fastqc
16	295.0	WUB_TM24_S154_L003_R1_001_fastqc
17	506.0	WUB_TM24_S154_L003_R1_001_fastqc
18	741.0	WUB_TM24_S154_L003_R1_001_fastqc
19	1188.0	WUB_TM24_S154_L003_R1_001_fastqc
20	1819.0	WUB_TM24_S154_L003_R1_001_fastqc
21	2902.0	WUB_TM24_S154_L003_R1_001_fastqc
22	4672.0	WUB_TM24_S154_L003_R1_001_fastqc
23	6827.0	WUB_TM24_S154_L003_R1_001_fastqc
24	9316.0	WUB_TM24_S154_L003_R1_001_fastqc
25	12411.0	WUB_TM24_S154_L003_R1_001_fastqc
26	16316.0	WUB_TM24_S154_L003_R1_001_fastqc
27	23245.0	WUB_TM24_S154_L003_R1_001_fastqc
