Quality	Count	Library
36	4.9857798E7	WUB_TM23_R1_rmphix_fastqc
37	2.1739732E7	WUB_TM23_R1_rmphix_fastqc
31	2.0	WUB_TM23_R2_rmphix_fastqc
32	39.0	WUB_TM23_R2_rmphix_fastqc
33	5092.0	WUB_TM23_R2_rmphix_fastqc
34	197625.0	WUB_TM23_R2_rmphix_fastqc
35	3813917.0	WUB_TM23_R2_rmphix_fastqc
36	5.5790726E7	WUB_TM23_R2_rmphix_fastqc
37	1.6387963E7	WUB_TM23_R2_rmphix_fastqc
32	42.0	WUB_TM24_R1_rmphix_fastqc
33	6205.0	WUB_TM24_R1_rmphix_fastqc
34	187761.0	WUB_TM24_R1_rmphix_fastqc
35	2565979.0	WUB_TM24_R1_rmphix_fastqc
36	3.8596398E7	WUB_TM24_R1_rmphix_fastqc
37	1.9919325E7	WUB_TM24_R1_rmphix_fastqc
31	2.0	WUB_TM24_R2_rmphix_fastqc
32	20.0	WUB_TM24_R2_rmphix_fastqc
33	3723.0	WUB_TM24_R2_rmphix_fastqc
34	140536.0	WUB_TM24_R2_rmphix_fastqc
35	2728672.0	WUB_TM24_R2_rmphix_fastqc
36	4.4422267E7	WUB_TM24_R2_rmphix_fastqc
37	1.398049E7	WUB_TM24_R2_rmphix_fastqc
32	52.0	WUB_TM25_R1_rmphix_fastqc
33	8394.0	WUB_TM25_R1_rmphix_fastqc
34	243390.0	WUB_TM25_R1_rmphix_fastqc
35	3131991.0	WUB_TM25_R1_rmphix_fastqc
36	4.5764098E7	WUB_TM25_R1_rmphix_fastqc
37	2.0393589E7	WUB_TM25_R1_rmphix_fastqc
32	12.0	WUB_TM25_R2_rmphix_fastqc
33	3111.0	WUB_TM25_R2_rmphix_fastqc
34	126990.0	WUB_TM25_R2_rmphix_fastqc
35	2678344.0	WUB_TM25_R2_rmphix_fastqc
36	5.1302826E7	WUB_TM25_R2_rmphix_fastqc
37	1.5430231E7	WUB_TM25_R2_rmphix_fastqc
32	47.0	WUB_TM26_R1_rmphix_fastqc
33	6959.0	WUB_TM26_R1_rmphix_fastqc
34	213192.0	WUB_TM26_R1_rmphix_fastqc
35	2843237.0	WUB_TM26_R1_rmphix_fastqc
36	4.2862959E7	WUB_TM26_R1_rmphix_fastqc
37	2.0365315E7	WUB_TM26_R1_rmphix_fastqc
32	21.0	WUB_TM26_R2_rmphix_fastqc
33	3831.0	WUB_TM26_R2_rmphix_fastqc
34	148978.0	WUB_TM26_R2_rmphix_fastqc
35	2894367.0	WUB_TM26_R2_rmphix_fastqc
36	4.8928584E7	WUB_TM26_R2_rmphix_fastqc
37	1.4315928E7	WUB_TM26_R2_rmphix_fastqc
31	1.0	WUB_TM27_R1_rmphix_fastqc
32	57.0	WUB_TM27_R1_rmphix_fastqc
33	9880.0	WUB_TM27_R1_rmphix_fastqc
34	286948.0	WUB_TM27_R1_rmphix_fastqc
35	3620563.0	WUB_TM27_R1_rmphix_fastqc
36	4.4031477E7	WUB_TM27_R1_rmphix_fastqc
37	2.0700671E7	WUB_TM27_R1_rmphix_fastqc
32	27.0	WUB_TM27_R2_rmphix_fastqc
33	4207.0	WUB_TM27_R2_rmphix_fastqc
34	160825.0	WUB_TM27_R2_rmphix_fastqc
35	3086199.0	WUB_TM27_R2_rmphix_fastqc
36	4.9477356E7	WUB_TM27_R2_rmphix_fastqc
37	1.5920983E7	WUB_TM27_R2_rmphix_fastqc
32	83.0	WUB_TM28_R1_rmphix_fastqc
33	12312.0	WUB_TM28_R1_rmphix_fastqc
34	355683.0	WUB_TM28_R1_rmphix_fastqc
35	4365341.0	WUB_TM28_R1_rmphix_fastqc
36	5.1159946E7	WUB_TM28_R1_rmphix_fastqc
37	2.2580224E7	WUB_TM28_R1_rmphix_fastqc
32	21.0	WUB_TM28_R2_rmphix_fastqc
33	4082.0	WUB_TM28_R2_rmphix_fastqc
34	156350.0	WUB_TM28_R2_rmphix_fastqc
35	3204530.0	WUB_TM28_R2_rmphix_fastqc
36	5.6775128E7	WUB_TM28_R2_rmphix_fastqc
37	1.8333478E7	WUB_TM28_R2_rmphix_fastqc
32	45.0	WUB_TM29_R1_rmphix_fastqc
33	8148.0	WUB_TM29_R1_rmphix_fastqc
34	243123.0	WUB_TM29_R1_rmphix_fastqc
35	3206557.0	WUB_TM29_R1_rmphix_fastqc
36	4.6551379E7	WUB_TM29_R1_rmphix_fastqc
37	1.9972337E7	WUB_TM29_R1_rmphix_fastqc
31	1.0	WUB_TM29_R2_rmphix_fastqc
32	18.0	WUB_TM29_R2_rmphix_fastqc
33	3295.0	WUB_TM29_R2_rmphix_fastqc
34	133615.0	WUB_TM29_R2_rmphix_fastqc
35	2841361.0	WUB_TM29_R2_rmphix_fastqc
36	5.2093401E7	WUB_TM29_R2_rmphix_fastqc
37	1.4909898E7	WUB_TM29_R2_rmphix_fastqc
32	57.0	WUB_TM30_R1_rmphix_fastqc
33	6756.0	WUB_TM30_R1_rmphix_fastqc
34	202858.0	WUB_TM30_R1_rmphix_fastqc
35	2655652.0	WUB_TM30_R1_rmphix_fastqc
36	3.9106894E7	WUB_TM30_R1_rmphix_fastqc
37	2.0314449E7	WUB_TM30_R1_rmphix_fastqc
32	21.0	WUB_TM30_R2_rmphix_fastqc
33	2975.0	WUB_TM30_R2_rmphix_fastqc
34	117145.0	WUB_TM30_R2_rmphix_fastqc
35	2408682.0	WUB_TM30_R2_rmphix_fastqc
36	4.4673831E7	WUB_TM30_R2_rmphix_fastqc
37	1.5084012E7	WUB_TM30_R2_rmphix_fastqc
32	85.0	WUB_TM31_R1_rmphix_fastqc
33	12032.0	WUB_TM31_R1_rmphix_fastqc
34	339176.0	WUB_TM31_R1_rmphix_fastqc
35	4058198.0	WUB_TM31_R1_rmphix_fastqc
36	4.6286785E7	WUB_TM31_R1_rmphix_fastqc
37	2.1502271E7	WUB_TM31_R1_rmphix_fastqc
32	26.0	WUB_TM31_R2_rmphix_fastqc
33	3493.0	WUB_TM31_R2_rmphix_fastqc
34	136223.0	WUB_TM31_R2_rmphix_fastqc
35	2798626.0	WUB_TM31_R2_rmphix_fastqc
36	5.1714653E7	WUB_TM31_R2_rmphix_fastqc
37	1.7545526E7	WUB_TM31_R2_rmphix_fastqc
32	88.0	WUB_TM32_R1_rmphix_fastqc
33	12318.0	WUB_TM32_R1_rmphix_fastqc
34	358164.0	WUB_TM32_R1_rmphix_fastqc
35	4483214.0	WUB_TM32_R1_rmphix_fastqc
36	5.3114626E7	WUB_TM32_R1_rmphix_fastqc
37	2.3960399E7	WUB_TM32_R1_rmphix_fastqc
31	1.0	WUB_TM32_R2_rmphix_fastqc
32	32.0	WUB_TM32_R2_rmphix_fastqc
33	5152.0	WUB_TM32_R2_rmphix_fastqc
34	201011.0	WUB_TM32_R2_rmphix_fastqc
35	3872099.0	WUB_TM32_R2_rmphix_fastqc
36	5.9929305E7	WUB_TM32_R2_rmphix_fastqc
37	1.7921209E7	WUB_TM32_R2_rmphix_fastqc
32	54.0	WUB_TM33_R1_rmphix_fastqc
33	7647.0	WUB_TM33_R1_rmphix_fastqc
