Length	Count	Library
125-129	552108.0	WUB_TM19_R1_rmphix_fastqc
130-134	604308.0	WUB_TM19_R1_rmphix_fastqc
135-139	575159.0	WUB_TM19_R1_rmphix_fastqc
140-144	612728.0	WUB_TM19_R1_rmphix_fastqc
145-149	693430.0	WUB_TM19_R1_rmphix_fastqc
150-152	5.9465452E7	WUB_TM19_R1_rmphix_fastqc
50-54	398465.0	WUB_TM19_R2_rmphix_fastqc
55-59	396817.0	WUB_TM19_R2_rmphix_fastqc
60-64	379603.0	WUB_TM19_R2_rmphix_fastqc
65-69	406729.0	WUB_TM19_R2_rmphix_fastqc
70-74	403853.0	WUB_TM19_R2_rmphix_fastqc
75-79	398545.0	WUB_TM19_R2_rmphix_fastqc
80-84	399562.0	WUB_TM19_R2_rmphix_fastqc
85-89	396811.0	WUB_TM19_R2_rmphix_fastqc
90-94	422247.0	WUB_TM19_R2_rmphix_fastqc
95-99	417978.0	WUB_TM19_R2_rmphix_fastqc
100-104	439527.0	WUB_TM19_R2_rmphix_fastqc
105-109	455968.0	WUB_TM19_R2_rmphix_fastqc
110-114	464859.0	WUB_TM19_R2_rmphix_fastqc
115-119	482660.0	WUB_TM19_R2_rmphix_fastqc
120-124	485185.0	WUB_TM19_R2_rmphix_fastqc
125-129	509502.0	WUB_TM19_R2_rmphix_fastqc
130-134	573505.0	WUB_TM19_R2_rmphix_fastqc
135-139	569928.0	WUB_TM19_R2_rmphix_fastqc
140-144	593987.0	WUB_TM19_R2_rmphix_fastqc
145-149	746890.0	WUB_TM19_R2_rmphix_fastqc
150-152	6.102519E7	WUB_TM19_R2_rmphix_fastqc
50-54	838651.0	WUB_TM20_R1_rmphix_fastqc
55-59	854994.0	WUB_TM20_R1_rmphix_fastqc
60-64	808736.0	WUB_TM20_R1_rmphix_fastqc
65-69	747047.0	WUB_TM20_R1_rmphix_fastqc
70-74	757013.0	WUB_TM20_R1_rmphix_fastqc
75-79	761294.0	WUB_TM20_R1_rmphix_fastqc
80-84	738589.0	WUB_TM20_R1_rmphix_fastqc
85-89	755695.0	WUB_TM20_R1_rmphix_fastqc
90-94	736403.0	WUB_TM20_R1_rmphix_fastqc
95-99	741517.0	WUB_TM20_R1_rmphix_fastqc
100-104	759311.0	WUB_TM20_R1_rmphix_fastqc
105-109	737828.0	WUB_TM20_R1_rmphix_fastqc
110-114	755134.0	WUB_TM20_R1_rmphix_fastqc
115-119	771499.0	WUB_TM20_R1_rmphix_fastqc
120-124	785644.0	WUB_TM20_R1_rmphix_fastqc
125-129	793346.0	WUB_TM20_R1_rmphix_fastqc
130-134	861406.0	WUB_TM20_R1_rmphix_fastqc
135-139	813369.0	WUB_TM20_R1_rmphix_fastqc
140-144	865743.0	WUB_TM20_R1_rmphix_fastqc
145-149	980766.0	WUB_TM20_R1_rmphix_fastqc
150-152	7.6610974E7	WUB_TM20_R1_rmphix_fastqc
50-54	580057.0	WUB_TM20_R2_rmphix_fastqc
55-59	575559.0	WUB_TM20_R2_rmphix_fastqc
60-64	550021.0	WUB_TM20_R2_rmphix_fastqc
65-69	587193.0	WUB_TM20_R2_rmphix_fastqc
70-74	583371.0	WUB_TM20_R2_rmphix_fastqc
75-79	574528.0	WUB_TM20_R2_rmphix_fastqc
80-84	574788.0	WUB_TM20_R2_rmphix_fastqc
85-89	570324.0	WUB_TM20_R2_rmphix_fastqc
90-94	606255.0	WUB_TM20_R2_rmphix_fastqc
95-99	595453.0	WUB_TM20_R2_rmphix_fastqc
100-104	625237.0	WUB_TM20_R2_rmphix_fastqc
105-109	645328.0	WUB_TM20_R2_rmphix_fastqc
110-114	653143.0	WUB_TM20_R2_rmphix_fastqc
115-119	675308.0	WUB_TM20_R2_rmphix_fastqc
120-124	676805.0	WUB_TM20_R2_rmphix_fastqc
125-129	708015.0	WUB_TM20_R2_rmphix_fastqc
130-134	792169.0	WUB_TM20_R2_rmphix_fastqc
135-139	786708.0	WUB_TM20_R2_rmphix_fastqc
140-144	815990.0	WUB_TM20_R2_rmphix_fastqc
145-149	1027045.0	WUB_TM20_R2_rmphix_fastqc
150-152	7.9271662E7	WUB_TM20_R2_rmphix_fastqc
50-54	434423.0	WUB_TM21_R1_rmphix_fastqc
55-59	439736.0	WUB_TM21_R1_rmphix_fastqc
60-64	422848.0	WUB_TM21_R1_rmphix_fastqc
65-69	403091.0	WUB_TM21_R1_rmphix_fastqc
70-74	405990.0	WUB_TM21_R1_rmphix_fastqc
75-79	409115.0	WUB_TM21_R1_rmphix_fastqc
80-84	399882.0	WUB_TM21_R1_rmphix_fastqc
85-89	409798.0	WUB_TM21_R1_rmphix_fastqc
90-94	405648.0	WUB_TM21_R1_rmphix_fastqc
95-99	404373.0	WUB_TM21_R1_rmphix_fastqc
100-104	418999.0	WUB_TM21_R1_rmphix_fastqc
105-109	411685.0	WUB_TM21_R1_rmphix_fastqc
110-114	422512.0	WUB_TM21_R1_rmphix_fastqc
115-119	442373.0	WUB_TM21_R1_rmphix_fastqc
120-124	441954.0	WUB_TM21_R1_rmphix_fastqc
125-129	447054.0	WUB_TM21_R1_rmphix_fastqc
130-134	494989.0	WUB_TM21_R1_rmphix_fastqc
135-139	472582.0	WUB_TM21_R1_rmphix_fastqc
140-144	502872.0	WUB_TM21_R1_rmphix_fastqc
145-149	570574.0	WUB_TM21_R1_rmphix_fastqc
150-152	5.2038287E7	WUB_TM21_R1_rmphix_fastqc
50-54	329955.0	WUB_TM21_R2_rmphix_fastqc
55-59	330266.0	WUB_TM21_R2_rmphix_fastqc
60-64	323610.0	WUB_TM21_R2_rmphix_fastqc
65-69	342043.0	WUB_TM21_R2_rmphix_fastqc
70-74	342825.0	WUB_TM21_R2_rmphix_fastqc
75-79	339440.0	WUB_TM21_R2_rmphix_fastqc
80-84	342798.0	WUB_TM21_R2_rmphix_fastqc
85-89	345578.0	WUB_TM21_R2_rmphix_fastqc
90-94	363143.0	WUB_TM21_R2_rmphix_fastqc
95-99	362925.0	WUB_TM21_R2_rmphix_fastqc
100-104	379357.0	WUB_TM21_R2_rmphix_fastqc
105-109	393418.0	WUB_TM21_R2_rmphix_fastqc
110-114	404504.0	WUB_TM21_R2_rmphix_fastqc
115-119	422459.0	WUB_TM21_R2_rmphix_fastqc
120-124	425347.0	WUB_TM21_R2_rmphix_fastqc
125-129	445416.0	WUB_TM21_R2_rmphix_fastqc
130-134	497930.0	WUB_TM21_R2_rmphix_fastqc
135-139	493964.0	WUB_TM21_R2_rmphix_fastqc
140-144	514950.0	WUB_TM21_R2_rmphix_fastqc
145-149	636303.0	WUB_TM21_R2_rmphix_fastqc
150-152	5.2762554E7	WUB_TM21_R2_rmphix_fastqc
50-54	448206.0	WUB_TM22_R1_rmphix_fastqc
55-59	450857.0	WUB_TM22_R1_rmphix_fastqc
60-64	439063.0	WUB_TM22_R1_rmphix_fastqc
65-69	423923.0	WUB_TM22_R1_rmphix_fastqc
70-74	426640.0	WUB_TM22_R1_rmphix_fastqc
75-79	429189.0	WUB_TM22_R1_rmphix_fastqc
80-84	424433.0	WUB_TM22_R1_rmphix_fastqc
85-89	431232.0	WUB_TM22_R1_rmphix_fastqc
90-94	429252.0	WUB_TM22_R1_rmphix_fastqc
95-99	426031.0	WUB_TM22_R1_rmphix_fastqc
100-104	441408.0	WUB_TM22_R1_rmphix_fastqc
105-109	439773.0	WUB_TM22_R1_rmphix_fastqc
110-114	449767.0	WUB_TM22_R1_rmphix_fastqc
115-119	470110.0	WUB_TM22_R1_rmphix_fastqc
120-124	464228.0	WUB_TM22_R1_rmphix_fastqc
125-129	468958.0	WUB_TM22_R1_rmphix_fastqc
130-134	515647.0	WUB_TM22_R1_rmphix_fastqc
135-139	496382.0	WUB_TM22_R1_rmphix_fastqc
140-144	535389.0	WUB_TM22_R1_rmphix_fastqc
145-149	619218.0	WUB_TM22_R1_rmphix_fastqc
150-152	5.7841916E7	WUB_TM22_R1_rmphix_fastqc
50-54	434331.0	WUB_TM22_R2_rmphix_fastqc
55-59	430819.0	WUB_TM22_R2_rmphix_fastqc
60-64	430671.0	WUB_TM22_R2_rmphix_fastqc
65-69	443181.0	WUB_TM22_R2_rmphix_fastqc
70-74	447706.0	WUB_TM22_R2_rmphix_fastqc
75-79	438319.0	WUB_TM22_R2_rmphix_fastqc
80-84	446897.0	WUB_TM22_R2_rmphix_fastqc
85-89	449306.0	WUB_TM22_R2_rmphix_fastqc
90-94	465616.0	WUB_TM22_R2_rmphix_fastqc
95-99	465555.0	WUB_TM22_R2_rmphix_fastqc
100-104	479759.0	WUB_TM22_R2_rmphix_fastqc
105-109	493929.0	WUB_TM22_R2_rmphix_fastqc
110-114	516628.0	WUB_TM22_R2_rmphix_fastqc
115-119	528653.0	WUB_TM22_R2_rmphix_fastqc
120-124	534947.0	WUB_TM22_R2_rmphix_fastqc
125-129	556291.0	WUB_TM22_R2_rmphix_fastqc
130-134	606563.0	WUB_TM22_R2_rmphix_fastqc
135-139	602448.0	WUB_TM22_R2_rmphix_fastqc
140-144	623230.0	WUB_TM22_R2_rmphix_fastqc
145-149	773461.0	WUB_TM22_R2_rmphix_fastqc
150-152	5.6903312E7	WUB_TM22_R2_rmphix_fastqc
50-54	618957.0	WUB_TM23_R1_rmphix_fastqc
55-59	633392.0	WUB_TM23_R1_rmphix_fastqc
60-64	603003.0	WUB_TM23_R1_rmphix_fastqc
65-69	565253.0	WUB_TM23_R1_rmphix_fastqc
70-74	572036.0	WUB_TM23_R1_rmphix_fastqc
75-79	576497.0	WUB_TM23_R1_rmphix_fastqc
80-84	562044.0	WUB_TM23_R1_rmphix_fastqc
85-89	576641.0	WUB_TM23_R1_rmphix_fastqc
90-94	563796.0	WUB_TM23_R1_rmphix_fastqc
95-99	569300.0	WUB_TM23_R1_rmphix_fastqc
100-104	586990.0	WUB_TM23_R1_rmphix_fastqc
105-109	570779.0	WUB_TM23_R1_rmphix_fastqc
110-114	587519.0	WUB_TM23_R1_rmphix_fastqc
115-119	604112.0	WUB_TM23_R1_rmphix_fastqc
120-124	616318.0	WUB_TM23_R1_rmphix_fastqc
125-129	622039.0	WUB_TM23_R1_rmphix_fastqc
130-134	681565.0	WUB_TM23_R1_rmphix_fastqc
135-139	647430.0	WUB_TM23_R1_rmphix_fastqc
140-144	691293.0	WUB_TM23_R1_rmphix_fastqc
145-149	785271.0	WUB_TM23_R1_rmphix_fastqc
150-152	6.3961129E7	WUB_TM23_R1_rmphix_fastqc
50-54	528178.0	WUB_TM23_R2_rmphix_fastqc
55-59	525790.0	WUB_TM23_R2_rmphix_fastqc
60-64	502240.0	WUB_TM23_R2_rmphix_fastqc
65-69	534690.0	WUB_TM23_R2_rmphix_fastqc
70-74	528918.0	WUB_TM23_R2_rmphix_fastqc
75-79	523331.0	WUB_TM23_R2_rmphix_fastqc
80-84	523231.0	WUB_TM23_R2_rmphix_fastqc
85-89	520014.0	WUB_TM23_R2_rmphix_fastqc
90-94	551914.0	WUB_TM23_R2_rmphix_fastqc
95-99	544189.0	WUB_TM23_R2_rmphix_fastqc
100-104	571453.0	WUB_TM23_R2_rmphix_fastqc
105-109	592109.0	WUB_TM23_R2_rmphix_fastqc
110-114	599528.0	WUB_TM23_R2_rmphix_fastqc
115-119	621048.0	WUB_TM23_R2_rmphix_fastqc
120-124	620278.0	WUB_TM23_R2_rmphix_fastqc
125-129	650055.0	WUB_TM23_R2_rmphix_fastqc
130-134	727117.0	WUB_TM23_R2_rmphix_fastqc
135-139	719751.0	WUB_TM23_R2_rmphix_fastqc
140-144	744118.0	WUB_TM23_R2_rmphix_fastqc
145-149	932092.0	WUB_TM23_R2_rmphix_fastqc
150-152	6.413532E7	WUB_TM23_R2_rmphix_fastqc
50-54	396010.0	WUB_TM24_R1_rmphix_fastqc
55-59	399849.0	WUB_TM24_R1_rmphix_fastqc
60-64	389046.0	WUB_TM24_R1_rmphix_fastqc
65-69	376815.0	WUB_TM24_R1_rmphix_fastqc
70-74	377440.0	WUB_TM24_R1_rmphix_fastqc
75-79	379982.0	WUB_TM24_R1_rmphix_fastqc
80-84	375060.0	WUB_TM24_R1_rmphix_fastqc
85-89	380508.0	WUB_TM24_R1_rmphix_fastqc
90-94	379933.0	WUB_TM24_R1_rmphix_fastqc
95-99	376207.0	WUB_TM24_R1_rmphix_fastqc
100-104	392039.0	WUB_TM24_R1_rmphix_fastqc
105-109	386827.0	WUB_TM24_R1_rmphix_fastqc
110-114	396316.0	WUB_TM24_R1_rmphix_fastqc
115-119	417151.0	WUB_TM24_R1_rmphix_fastqc
120-124	415033.0	WUB_TM24_R1_rmphix_fastqc
125-129	415661.0	WUB_TM24_R1_rmphix_fastqc
130-134	461032.0	WUB_TM24_R1_rmphix_fastqc
135-139	444660.0	WUB_TM24_R1_rmphix_fastqc
140-144	468154.0	WUB_TM24_R1_rmphix_fastqc
145-149	534123.0	WUB_TM24_R1_rmphix_fastqc
150-152	5.3113864E7	WUB_TM24_R1_rmphix_fastqc
50-54	366234.0	WUB_TM24_R2_rmphix_fastqc
55-59	363460.0	WUB_TM24_R2_rmphix_fastqc
60-64	359535.0	WUB_TM24_R2_rmphix_fastqc
65-69	373443.0	WUB_TM24_R2_rmphix_fastqc
70-74	374982.0	WUB_TM24_R2_rmphix_fastqc
75-79	370947.0	WUB_TM24_R2_rmphix_fastqc
80-84	375977.0	WUB_TM24_R2_rmphix_fastqc
85-89	377497.0	WUB_TM24_R2_rmphix_fastqc
90-94	391940.0	WUB_TM24_R2_rmphix_fastqc
95-99	393516.0	WUB_TM24_R2_rmphix_fastqc
100-104	410273.0	WUB_TM24_R2_rmphix_fastqc
105-109	421924.0	WUB_TM24_R2_rmphix_fastqc
110-114	438626.0	WUB_TM24_R2_rmphix_fastqc
115-119	454562.0	WUB_TM24_R2_rmphix_fastqc
120-124	456675.0	WUB_TM24_R2_rmphix_fastqc
125-129	479150.0	WUB_TM24_R2_rmphix_fastqc
130-134	525213.0	WUB_TM24_R2_rmphix_fastqc
135-139	521623.0	WUB_TM24_R2_rmphix_fastqc
140-144	544036.0	WUB_TM24_R2_rmphix_fastqc
145-149	672101.0	WUB_TM24_R2_rmphix_fastqc
150-152	5.2603996E7	WUB_TM24_R2_rmphix_fastqc
50-54	484509.0	WUB_TM25_R1_rmphix_fastqc
55-59	487075.0	WUB_TM25_R1_rmphix_fastqc
60-64	472388.0	WUB_TM25_R1_rmphix_fastqc
65-69	451717.0	WUB_TM25_R1_rmphix_fastqc
70-74	452979.0	WUB_TM25_R1_rmphix_fastqc
75-79	455004.0	WUB_TM25_R1_rmphix_fastqc
80-84	448971.0	WUB_TM25_R1_rmphix_fastqc
85-89	455351.0	WUB_TM25_R1_rmphix_fastqc
90-94	453170.0	WUB_TM25_R1_rmphix_fastqc
95-99	448486.0	WUB_TM25_R1_rmphix_fastqc
100-104	461920.0	WUB_TM25_R1_rmphix_fastqc
105-109	460150.0	WUB_TM25_R1_rmphix_fastqc
110-114	471002.0	WUB_TM25_R1_rmphix_fastqc
115-119	488513.0	WUB_TM25_R1_rmphix_fastqc
120-124	482560.0	WUB_TM25_R1_rmphix_fastqc
125-129	486207.0	WUB_TM25_R1_rmphix_fastqc
130-134	531276.0	WUB_TM25_R1_rmphix_fastqc
135-139	515331.0	WUB_TM25_R1_rmphix_fastqc
140-144	538463.0	WUB_TM25_R1_rmphix_fastqc
145-149	615772.0	WUB_TM25_R1_rmphix_fastqc
150-152	5.988067E7	WUB_TM25_R1_rmphix_fastqc
50-54	375368.0	WUB_TM25_R2_rmphix_fastqc
55-59	372521.0	WUB_TM25_R2_rmphix_fastqc
60-64	373843.0	WUB_TM25_R2_rmphix_fastqc
65-69	388525.0	WUB_TM25_R2_rmphix_fastqc
70-74	393239.0	WUB_TM25_R2_rmphix_fastqc
75-79	386068.0	WUB_TM25_R2_rmphix_fastqc
80-84	394061.0	WUB_TM25_R2_rmphix_fastqc
85-89	399924.0	WUB_TM25_R2_rmphix_fastqc
90-94	415060.0	WUB_TM25_R2_rmphix_fastqc
95-99	413647.0	WUB_TM25_R2_rmphix_fastqc
100-104	430326.0	WUB_TM25_R2_rmphix_fastqc
105-109	445175.0	WUB_TM25_R2_rmphix_fastqc
110-114	464457.0	WUB_TM25_R2_rmphix_fastqc
115-119	477283.0	WUB_TM25_R2_rmphix_fastqc
120-124	486185.0	WUB_TM25_R2_rmphix_fastqc
125-129	507523.0	WUB_TM25_R2_rmphix_fastqc
130-134	553889.0	WUB_TM25_R2_rmphix_fastqc
135-139	550489.0	WUB_TM25_R2_rmphix_fastqc
140-144	573545.0	WUB_TM25_R2_rmphix_fastqc
145-149	715759.0	WUB_TM25_R2_rmphix_fastqc
150-152	6.0424627E7	WUB_TM25_R2_rmphix_fastqc
50-54	447189.0	WUB_TM26_R1_rmphix_fastqc
55-59	450343.0	WUB_TM26_R1_rmphix_fastqc
60-64	437620.0	WUB_TM26_R1_rmphix_fastqc
65-69	420942.0	WUB_TM26_R1_rmphix_fastqc
70-74	422381.0	WUB_TM26_R1_rmphix_fastqc
75-79	424026.0	WUB_TM26_R1_rmphix_fastqc
80-84	418418.0	WUB_TM26_R1_rmphix_fastqc
85-89	424045.0	WUB_TM26_R1_rmphix_fastqc
90-94	424603.0	WUB_TM26_R1_rmphix_fastqc
95-99	418930.0	WUB_TM26_R1_rmphix_fastqc
100-104	432128.0	WUB_TM26_R1_rmphix_fastqc
105-109	428345.0	WUB_TM26_R1_rmphix_fastqc
110-114	439044.0	WUB_TM26_R1_rmphix_fastqc
115-119	458053.0	WUB_TM26_R1_rmphix_fastqc
120-124	452129.0	WUB_TM26_R1_rmphix_fastqc
125-129	453982.0	WUB_TM26_R1_rmphix_fastqc
130-134	500984.0	WUB_TM26_R1_rmphix_fastqc
135-139	482133.0	WUB_TM26_R1_rmphix_fastqc
140-144	505203.0	WUB_TM26_R1_rmphix_fastqc
145-149	576912.0	WUB_TM26_R1_rmphix_fastqc
150-152	5.7274299E7	WUB_TM26_R1_rmphix_fastqc
50-54	388985.0	WUB_TM26_R2_rmphix_fastqc
55-59	383467.0	WUB_TM26_R2_rmphix_fastqc
60-64	383722.0	WUB_TM26_R2_rmphix_fastqc
65-69	396306.0	WUB_TM26_R2_rmphix_fastqc
70-74	397538.0	WUB_TM26_R2_rmphix_fastqc
75-79	392041.0	WUB_TM26_R2_rmphix_fastqc
80-84	399248.0	WUB_TM26_R2_rmphix_fastqc
85-89	403373.0	WUB_TM26_R2_rmphix_fastqc
90-94	418744.0	WUB_TM26_R2_rmphix_fastqc
95-99	416839.0	WUB_TM26_R2_rmphix_fastqc
100-104	432313.0	WUB_TM26_R2_rmphix_fastqc
105-109	446330.0	WUB_TM26_R2_rmphix_fastqc
110-114	466606.0	WUB_TM26_R2_rmphix_fastqc
115-119	478956.0	WUB_TM26_R2_rmphix_fastqc
120-124	485234.0	WUB_TM26_R2_rmphix_fastqc
125-129	507807.0	WUB_TM26_R2_rmphix_fastqc
130-134	553668.0	WUB_TM26_R2_rmphix_fastqc
135-139	548604.0	WUB_TM26_R2_rmphix_fastqc
140-144	571957.0	WUB_TM26_R2_rmphix_fastqc
145-149	713485.0	WUB_TM26_R2_rmphix_fastqc
150-152	5.7106486E7	WUB_TM26_R2_rmphix_fastqc
50-54	531325.0	WUB_TM27_R1_rmphix_fastqc
55-59	542072.0	WUB_TM27_R1_rmphix_fastqc
60-64	519517.0	WUB_TM27_R1_rmphix_fastqc
65-69	490149.0	WUB_TM27_R1_rmphix_fastqc
70-74	494777.0	WUB_TM27_R1_rmphix_fastqc
75-79	497743.0	WUB_TM27_R1_rmphix_fastqc
80-84	485334.0	WUB_TM27_R1_rmphix_fastqc
85-89	498406.0	WUB_TM27_R1_rmphix_fastqc
90-94	490573.0	WUB_TM27_R1_rmphix_fastqc
95-99	491591.0	WUB_TM27_R1_rmphix_fastqc
100-104	508229.0	WUB_TM27_R1_rmphix_fastqc
105-109	496216.0	WUB_TM27_R1_rmphix_fastqc
110-114	508247.0	WUB_TM27_R1_rmphix_fastqc
115-119	530503.0	WUB_TM27_R1_rmphix_fastqc
120-124	535036.0	WUB_TM27_R1_rmphix_fastqc
125-129	540409.0	WUB_TM27_R1_rmphix_fastqc
130-134	593587.0	WUB_TM27_R1_rmphix_fastqc
135-139	562392.0	WUB_TM27_R1_rmphix_fastqc
140-144	599639.0	WUB_TM27_R1_rmphix_fastqc
145-149	680650.0	WUB_TM27_R1_rmphix_fastqc
150-152	5.8053202E7	WUB_TM27_R1_rmphix_fastqc
50-54	431540.0	WUB_TM27_R2_rmphix_fastqc
55-59	427996.0	WUB_TM27_R2_rmphix_fastqc
60-64	411197.0	WUB_TM27_R2_rmphix_fastqc
65-69	435632.0	WUB_TM27_R2_rmphix_fastqc
70-74	433351.0	WUB_TM27_R2_rmphix_fastqc
75-79	429000.0	WUB_TM27_R2_rmphix_fastqc
80-84	429264.0	WUB_TM27_R2_rmphix_fastqc
85-89	426059.0	WUB_TM27_R2_rmphix_fastqc
90-94	452169.0	WUB_TM27_R2_rmphix_fastqc
95-99	446139.0	WUB_TM27_R2_rmphix_fastqc
100-104	468022.0	WUB_TM27_R2_rmphix_fastqc
105-109	484663.0	WUB_TM27_R2_rmphix_fastqc
110-114	491375.0	WUB_TM27_R2_rmphix_fastqc
115-119	511253.0	WUB_TM27_R2_rmphix_fastqc
120-124	509979.0	WUB_TM27_R2_rmphix_fastqc
125-129	532816.0	WUB_TM27_R2_rmphix_fastqc
130-134	595693.0	WUB_TM27_R2_rmphix_fastqc
135-139	591065.0	WUB_TM27_R2_rmphix_fastqc
140-144	613548.0	WUB_TM27_R2_rmphix_fastqc
145-149	762396.0	WUB_TM27_R2_rmphix_fastqc
150-152	5.876644E7	WUB_TM27_R2_rmphix_fastqc
50-54	638926.0	WUB_TM28_R1_rmphix_fastqc
55-59	649983.0	WUB_TM28_R1_rmphix_fastqc
60-64	623119.0	WUB_TM28_R1_rmphix_fastqc
65-69	582132.0	WUB_TM28_R1_rmphix_fastqc
70-74	588073.0	WUB_TM28_R1_rmphix_fastqc
75-79	590419.0	WUB_TM28_R1_rmphix_fastqc
80-84	577311.0	WUB_TM28_R1_rmphix_fastqc
85-89	590914.0	WUB_TM28_R1_rmphix_fastqc
90-94	579003.0	WUB_TM28_R1_rmphix_fastqc
95-99	582942.0	WUB_TM28_R1_rmphix_fastqc
100-104	600944.0	WUB_TM28_R1_rmphix_fastqc
105-109	588049.0	WUB_TM28_R1_rmphix_fastqc
110-114	601333.0	WUB_TM28_R1_rmphix_fastqc
115-119	622924.0	WUB_TM28_R1_rmphix_fastqc
120-124	627996.0	WUB_TM28_R1_rmphix_fastqc
125-129	636363.0	WUB_TM28_R1_rmphix_fastqc
130-134	698434.0	WUB_TM28_R1_rmphix_fastqc
135-139	661977.0	WUB_TM28_R1_rmphix_fastqc
140-144	708070.0	WUB_TM28_R1_rmphix_fastqc
145-149	798890.0	WUB_TM28_R1_rmphix_fastqc
150-152	6.5925787E7	WUB_TM28_R1_rmphix_fastqc
50-54	454818.0	WUB_TM28_R2_rmphix_fastqc
55-59	452504.0	WUB_TM28_R2_rmphix_fastqc
60-64	435462.0	WUB_TM28_R2_rmphix_fastqc
65-69	467390.0	WUB_TM28_R2_rmphix_fastqc
70-74	468032.0	WUB_TM28_R2_rmphix_fastqc
75-79	462513.0	WUB_TM28_R2_rmphix_fastqc
80-84	462644.0	WUB_TM28_R2_rmphix_fastqc
85-89	459301.0	WUB_TM28_R2_rmphix_fastqc
90-94	491185.0	WUB_TM28_R2_rmphix_fastqc
95-99	485313.0	WUB_TM28_R2_rmphix_fastqc
100-104	511376.0	WUB_TM28_R2_rmphix_fastqc
105-109	532288.0	WUB_TM28_R2_rmphix_fastqc
110-114	541919.0	WUB_TM28_R2_rmphix_fastqc
115-119	564679.0	WUB_TM28_R2_rmphix_fastqc
120-124	568817.0	WUB_TM28_R2_rmphix_fastqc
125-129	601083.0	WUB_TM28_R2_rmphix_fastqc
130-134	673929.0	WUB_TM28_R2_rmphix_fastqc
135-139	671977.0	WUB_TM28_R2_rmphix_fastqc
140-144	700577.0	WUB_TM28_R2_rmphix_fastqc
145-149	880725.0	WUB_TM28_R2_rmphix_fastqc
150-152	6.7587057E7	WUB_TM28_R2_rmphix_fastqc
50-54	491693.0	WUB_TM29_R1_rmphix_fastqc
55-59	494359.0	WUB_TM29_R1_rmphix_fastqc
60-64	480732.0	WUB_TM29_R1_rmphix_fastqc
65-69	463692.0	WUB_TM29_R1_rmphix_fastqc
70-74	462039.0	WUB_TM29_R1_rmphix_fastqc
75-79	464941.0	WUB_TM29_R1_rmphix_fastqc
80-84	460537.0	WUB_TM29_R1_rmphix_fastqc
85-89	464129.0	WUB_TM29_R1_rmphix_fastqc
90-94	464576.0	WUB_TM29_R1_rmphix_fastqc
95-99	458478.0	WUB_TM29_R1_rmphix_fastqc
100-104	474419.0	WUB_TM29_R1_rmphix_fastqc
105-109	469495.0	WUB_TM29_R1_rmphix_fastqc
110-114	481987.0	WUB_TM29_R1_rmphix_fastqc
115-119	500818.0	WUB_TM29_R1_rmphix_fastqc
120-124	495223.0	WUB_TM29_R1_rmphix_fastqc
125-129	496666.0	WUB_TM29_R1_rmphix_fastqc
130-134	547501.0	WUB_TM29_R1_rmphix_fastqc
135-139	530023.0	WUB_TM29_R1_rmphix_fastqc
140-144	552486.0	WUB_TM29_R1_rmphix_fastqc
145-149	634205.0	WUB_TM29_R1_rmphix_fastqc
150-152	6.009359E7	WUB_TM29_R1_rmphix_fastqc
50-54	393312.0	WUB_TM29_R2_rmphix_fastqc
55-59	390244.0	WUB_TM29_R2_rmphix_fastqc
60-64	391423.0	WUB_TM29_R2_rmphix_fastqc
65-69	407128.0	WUB_TM29_R2_rmphix_fastqc
70-74	409254.0	WUB_TM29_R2_rmphix_fastqc
75-79	403306.0	WUB_TM29_R2_rmphix_fastqc
80-84	411327.0	WUB_TM29_R2_rmphix_fastqc
85-89	417115.0	WUB_TM29_R2_rmphix_fastqc
90-94	431547.0	WUB_TM29_R2_rmphix_fastqc
95-99	430341.0	WUB_TM29_R2_rmphix_fastqc
100-104	445512.0	WUB_TM29_R2_rmphix_fastqc
105-109	459844.0	WUB_TM29_R2_rmphix_fastqc
110-114	482118.0	WUB_TM29_R2_rmphix_fastqc
115-119	492523.0	WUB_TM29_R2_rmphix_fastqc
120-124	498608.0	WUB_TM29_R2_rmphix_fastqc
125-129	520625.0	WUB_TM29_R2_rmphix_fastqc
130-134	570232.0	WUB_TM29_R2_rmphix_fastqc
135-139	564488.0	WUB_TM29_R2_rmphix_fastqc
140-144	586713.0	WUB_TM29_R2_rmphix_fastqc
145-149	735778.0	WUB_TM29_R2_rmphix_fastqc
150-152	6.0540151E7	WUB_TM29_R2_rmphix_fastqc
50-54	411767.0	WUB_TM30_R1_rmphix_fastqc
55-59	414734.0	WUB_TM30_R1_rmphix_fastqc
60-64	402408.0	WUB_TM30_R1_rmphix_fastqc
65-69	387316.0	WUB_TM30_R1_rmphix_fastqc
70-74	387461.0	WUB_TM30_R1_rmphix_fastqc
75-79	389544.0	WUB_TM30_R1_rmphix_fastqc
80-84	384791.0	WUB_TM30_R1_rmphix_fastqc
85-89	390513.0	WUB_TM30_R1_rmphix_fastqc
90-94	389968.0	WUB_TM30_R1_rmphix_fastqc
95-99	385929.0	WUB_TM30_R1_rmphix_fastqc
100-104	401131.0	WUB_TM30_R1_rmphix_fastqc
105-109	395868.0	WUB_TM30_R1_rmphix_fastqc
110-114	407245.0	WUB_TM30_R1_rmphix_fastqc
115-119	426926.0	WUB_TM30_R1_rmphix_fastqc
120-124	423402.0	WUB_TM30_R1_rmphix_fastqc
125-129	426833.0	WUB_TM30_R1_rmphix_fastqc
130-134	471416.0	WUB_TM30_R1_rmphix_fastqc
